Unit2,Stimulus,ID.x,Region,Trial,Letter,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,FamUnfamSpecies,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio,Type0,TypeBN,TypeFL,RS_WN,pop_var_WN
F3_NCM_TRIAL9_B,3,F3,NCM,9,B,F3,4.285714286,10.58823529,3.074174597,4.042626216,1.554417306,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.37,x,0.559,-0.279,0.00048,NA,Good,N,N,,0.443333333,0.202,0.407916667,0.243333333,0.002,0.207916667,0.055,0.00012207,Y,0.499105546,Broad,Broad,NCM,6.302521004,16.97620225
G1_NCM_TRIAL1_A,5,G1,NCM,1,A,G1,1.466666667,1.607843137,1.125462868,1.121987738,0.091735729,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,L,1.41,x,0.2235,-0.146,0.00048,NA,Bad,N,N,Low S:N,0.133071429,0.150928571,0.161,-0.066928571,-0.049071429,-0.039,NA,0.669878098,N,0.653243848,Broad,Broad,NCM,0.14117647,2.367612457
G1_NCM_TRIAL2_A,5,G1,NCM,2,A,G1,1.333333333,1.215686274,1.447493729,0.902204327,-0.073311984,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,L,1.59,x,0.21355,-0.0844,6.00E-04,NA,Bad,N,N,Might not be auditory,0.1715,0.338928571,0.279285714,-0.0285,0.138928571,0.079285714,0.14,0.711719371,N,0.395223601,Broad,Broad,NCM,-0.117647059,2.584544406
G1_NCM_TRIAL6_B,5,G1,NCM,6,B,G1,0.733333333,1.254901961,1.099783528,1.790658832,0.387908451,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,L,1.39,x,-0.3358,0.0755,3.00E-04,NA,Bad,N,N,"Inverted, Might not be auditory",0.162857143,0.451142857,0.3985,-0.037142857,0.251142857,0.1985,0.01,0.228176676,N,0.224836212,NS1,Narrow,NCM,0.521568628,1.962106882
G1_NCM_TRIAL6_C,5,G1,NCM,6,C,G1,1.733333333,2.078431372,1.334523279,1.086170348,0.249586823,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,L,1.39,ok?,0.3457,-0.1437,6.00E-04,NA,Bad,N,N,Might not be auditory,0.231,0.244928571,0.260785714,0.031,0.044928571,0.060785714,NA,0.477378306,N,0.415678334,Broad,Broad,NCM,0.345098039,1.968565936
G1_NCM_TRIAL7_A,5,G1,NCM,7,A,G1,1.266666667,1.803921568,1.579632266,1.324073962,0.302840803,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,R,1.09,ok?,0.3267,-0.2029,0.00024,NA,Good,N,N,,0.128769231,0.282230769,0.178461538,-0.071230769,0.082230769,-0.021538462,0.01,0.20118884,N,0.621059076,NS2,Narrow,NCM,0.537254901,3.20178393
G1_NCM_TRIAL8_A,5,G1,NCM,8,A,G1,4.533333333,3.254901961,3.090692633,1.438587396,-0.587508243,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,R,1.29,x,0.572,-0.272,0.00018,NA,Good,N,N,,0.1245,0.25625,0.16125,-0.0755,0.05625,-0.03875,NA,0.078172067,N,0.475524476,NS2,Narrow,NCM,-1.278431372,5.142545175
G1_NCM_TRIAL8_B,5,G1,NCM,8,B,G1,1.666666667,2,1.496026483,1.471428332,0.162772452,WN,1.7,WN_WN,WN,WN,G,xfostered,22,2,12,3/19/22,15,R,1.29,x,0.4987,-0.2198,0.00048,NA,Good,N,N,,0.124833333,0.288916667,0.218166667,-0.075166667,0.088916667,0.018166667,NA,0.798033799,N,0.440745939,Broad,Broad,NCM,0.333333333,4.188081508
G2_FL_TRIAL10_A,3,G2,FL,10,A,G2,7.4,5.921568628,2.261478657,2.239565432,-1.001941001,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.42,x,-0.78,0.479,0.000419,NA,Good,N,N,Inverted,0.193153846,0.376076923,0.226461538,-0.006846154,0.176076923,0.026461538,NA,0.00757389,Y,0.614102564,Field L,Field L,Broad,-1.478431372,2.662452904
G2_FL_TRIAL10_B,3,G2,FL,10,B,G2,13.73333333,11.72549019,4.817626367,3.703458368,-0.403005924,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.42,x,-0.763,0.539,0.0001799,NA,Duplicate,N,N,Inverted,0.17,0.364769231,0.198,-0.03,0.164769231,-0.002,NA,0.207763672,N,0.706422018,Field L,Field L,Narrow,-2.00784314,25.46475971
G2_FL_TRIAL10_C,3,G2,FL,10,C,G2,3.933333333,4.588235294,1.579632266,2.247643903,0.250982854,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.42,x,0.717,-0.277,0.00018,NA,Good,N,Y,Trough before peak,0.143846154,0.253384615,0.163692308,-0.056153846,0.053384615,-0.036307692,NA,0.488708496,N,0.386331939,Field L,Field L,Narrow,0.654901961,6.824390619
G2_FL_TRIAL2_A,3,G2,FL,2,A,G2,3,5.098039215,2.104417123,1.882177863,0.773572455,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,L,1.47,x,-0.71,0.33,0.00018,NA,Good,N,N,Inverted; Only likes stim 5?,0.187076923,0.197538462,0.205,-0.012923077,-0.002461538,0.005,0.255,0.021381826,Y,0.464788732,Field L,Field L,Narrow,2.098039215,7.361322568
G2_FL_TRIAL3_A,3,G2,FL,3,A,G2,6.333333333,7.019607843,2.992052966,2.25057434,0.262471364,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.07,x,-0.68,0.32,0.00018,NA,Good,N,N,Inverted,0.188357143,0.328357143,0.216857143,-0.011642857,0.128357143,0.016857143,NA,0.454284668,N,0.470588235,Field L,Field L,Narrow,0.68627451,7.252902731
G2_FL_TRIAL4_A,3,G2,FL,4,A,G2,7.066666667,6.94117647,3.305118685,2.527163354,-0.028116013,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.12,ok?,-0.669,0.434,0.00048,NA,Bad,N,N,"Inverted, nice shape",0.137,0.201,0.158142857,-0.063,0.001,-0.041857143,NA,0.803955078,N,0.648729447,Field L,Field L,Broad,-0.125490197,19.67006535
G2_FL_TRIAL4_B,3,G2,FL,4,B,G2,3.4,3.960784314,2.472708174,1.78512925,0.208964176,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.12,x,-0.596,0.25,0.00018,NA,Good,N,N,"Inverted, nice shape",0.209285714,0.4825,0.262428571,0.009285714,0.2825,0.062428571,0.01,0.670066106,N,0.419463087,Field L,Field L,Narrow,0.560784314,7.300515186
G2_FL_TRIAL4_C,3,G2,FL,4,C,G2,1.066666667,2.078431372,1.279880947,1.015613811,0.682088374,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.12,x,0.566,-0.201,0.00018,NA,Duplicate,N,Y,Trough before peak,0.122214286,0.323428571,0.204142857,-0.077785714,0.123428571,0.004142857,NA,0.02867129,Y,0.355123675,Field L,Field L,Narrow,1.011764705,2.219700116
G2_FL_TRIAL5_A,3,G2,FL,5,A,G2,2.071428571,2.058823529,1.979288361,1.32038339,-0.006074164,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.17,x,-0.81,0.485,0.00036,NA,Bad,N,N,"Nice shape, inverted",0.135230769,0.242076923,0.169846154,-0.064769231,0.042076923,-0.030153846,NA,0.949932176,N,0.598765432,Field L,Field L,Narrow,-0.012605042,4.374285008
G2_FL_TRIAL5_B,3,G2,FL,5,B,G2,0.785714286,0.966386555,0.801783726,0.751438789,0.236270046,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.17,ok?,0.645,-0.056,0.001139781,NA,Bad,N,Y,"No idea what is the trough in this one (trough before peak?), actually has strong auditory response though…",0.183230769,0.562692308,0.443461538,-0.016769231,0.362692308,0.243461538,0.015,0.44120852,N,NA,Field L,Field L,Broad,0.180672269,0.623066874
G2_FL_TRIAL6_A,3,G2,FL,6,A,G2,8.733333333,8.901960784,3.081434422,2.863397339,0.048646002,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.22,x,-0.654,0.408,0.00024,NA,Good,N,N,"Nice shape, inverted",0.1415,0.4805,0.194071429,-0.0585,0.2805,-0.005928571,NA,0.887064923,N,0.623853211,Field L,Field L,Narrow,0.168627451,12.31597078
G2_FL_TRIAL6_B,3,G2,FL,6,B,G2,6.8,6.862745098,1.897366596,2.105317358,0.026017179,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.22,ok?,-0.641,0.435,0.0004799,NA,Bad,N,N,"Nice shape, inverted",0.1965,0.266928571,0.1995,-0.0035,0.066928571,-5.00E-04,NA,0.949932176,N,0.678627145,Field L,Field L,Broad,0.062745098,5.928242983
G2_FL_TRIAL6_C,3,G2,FL,6,C,G2,2.333333333,2.156862745,1.759328876,1.169446821,-0.130082021,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.22,x,0.614,-0.232,0.00041999,NA,Good,N,Y,Trough before peak,0.109071429,0.359142857,0.140214286,-0.090928571,0.159142857,-0.059785714,NA,0.711941655,N,0.377850163,Field L,Field L,Broad,-0.176470588,1.99538639
G2_FL_TRIAL7_A,3,G2,FL,7,A,G2,6.066666667,6.31372549,2.250925735,1.798921336,0.108281588,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.27,x,0.561,-0.269,0.00018,NA,Duplicate,N,Y,Trough before peak,0.144142857,0.354714286,0.172071429,-0.055857143,0.154714286,-0.027928571,NA,0.733219649,N,0.479500891,Field L,Field L,Narrow,0.247058823,5.375409456
G2_FL_TRIAL7_C,3,G2,FL,7,C,G2,4.066666667,6.274509804,2.685055644,2.081705576,0.794606452,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.27,x,-0.61,0.343,0.00054,NA,Good,N,N,Inverted,0.152571429,0.247642857,0.205142857,-0.047428571,0.047642857,0.005142857,0.17,0.024838727,Y,0.562295082,Field L,Field L,Broad,2.207843137,7.923813918
G2_FL_TRIAL8_A,3,G2,FL,8,A,G2,4.8,3.529411765,3.121355017,1.912572551,-0.510079656,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.32,x,-0.677,0.344,0.00047999,NA,Good,N,N,Inverted,0.192285714,0.355785714,0.224714286,-0.007714286,0.155785714,0.024714286,NA,0.120544434,N,0.508124077,Field L,Field L,Broad,-1.270588235,6.625051904
G2_FL_TRIAL8_B,3,G2,FL,8,B,G2,10.06666667,10.03921569,2.685055644,2.091182282,-0.008040385,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.32,x,-0.627,0.356,0.00017999,NA,Good,N,N,Inverted,0.222642857,0.409642857,0.239928571,0.022642857,0.209642857,0.039928571,0.355,0.801732213,N,0.567783094,Field L,Field L,Narrow,-0.02745098,11.59993849
G2_FL_TRIAL8_C,3,G2,FL,8,C,G2,3.133333333,3.647058824,1.922300209,1.478131912,0.380355976,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.32,x,0.599,-0.282,0.00017999,NA,Duplicate,N,Y,Trough before peak,0.164642857,0.288714286,0.182571429,-0.035357143,0.088714286,-0.017428571,NA,0.280239814,N,0.470784641,Field L,Field L,Narrow,0.513725491,2.068496733
G2_FL_TRIAL9_A,3,G2,FL,9,A,G2,4.466666667,5.137254902,1.552264091,1.342610664,0.321054447,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.37,x,-0.651,0.406,0.00042,NA,Good,N,N,,0.154071429,0.378,0.153285714,-0.045928571,0.178,-0.046714286,NA,0.221575006,N,0.623655914,Field L,Field L,Broad,0.670588235,4.333933102
G2_FL_TRIAL9_B,3,G2,FL,9,B,G2,8.6,11.25490196,3.680062111,2.523901235,0.546964378,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.37,x,-0.625,0.371,0.00018,NA,Good,N,N,Inverted,0.173714286,0.230785714,0.195357143,-0.026285714,0.030785714,-0.004642857,NA,0.094604492,N,0.5936,Field L,Field L,Narrow,2.65490196,23.22854286
G2_FL_TRIAL9_C,3,G2,FL,9,C,G2,2.066666667,2.196078431,1.667618776,1.266837498,0.080907214,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.37,ok?,0.59,-0.076,0.000899,NA,Bad,N,Y,Not sure where trough is ,0.204071429,0.377285714,0.304785714,0.004071429,0.177285714,0.104785714,NA,0.409725889,N,0.128813559,Field L,Field L,Broad,0.129411764,2.660761246
G2_NCM_TRIAL1_B,3,G2,NCM,1,B,G2,2.466666667,4.431372549,2.416215065,3.665895153,0.527893107,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,L,1.26,x,-0.246,0.056,0.001,NA,Bad,N,N,"Inverted and fat, Only likes stim 2?",0.1525,0.390333333,0.1925,-0.0475,0.190333333,-0.0075,NA,0.047912598,Y,0.227642276,Broad,Broad,NCM,1.964705882,14.12770473
G2_NCM_TRIAL10_A,3,G2,NCM,10,A,G2,2.866666667,3.333333333,1.641718032,1.895263846,0.182867804,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.63,x,0.3909,-0.236,0.00053999,NA,Good,N,N,,0.219769231,0.290076923,0.288923077,0.019769231,0.090076923,0.088923077,0.12,0.55085448,N,0.603734971,Broad,Broad,NCM,0.466666666,6.469419455
G2_NCM_TRIAL10_C,3,G2,NCM,10,C,G2,3.8,3.294117647,3.529467787,1.504647603,-0.160174436,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.63,x,0.3124,-0.2422,0.00024,NA,Good,N,N,,0.129384615,0.218461538,0.146769231,-0.070615385,0.018461538,-0.053230769,NA,0.820208826,N,0.775288092,NS2,Narrow,NCM,-0.505882353,10.22597463
G2_NCM_TRIAL3_A,3,G2,NCM,3,A,G2,3.2,3.019607843,2.704493615,1.489237492,-0.061235605,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.23,ok?,0.278,-0.1468,0.00048,NA,Bad,N,N,Might not be auditory,0.184714286,0.263142857,0.235642857,-0.015285714,0.063142857,0.035642857,NA,0.846923828,N,0.528057554,Broad,Broad,NCM,-0.180392157,8.692718185
G2_NCM_TRIAL4_A,3,G2,NCM,4,A,G2,2.066666667,2.666666667,2.016597795,1.81805449,0.223957915,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.33,x,0.23896,-0.0558,0.00078,NA,Good,N,N,,0.135857143,0.317642857,0.206071429,-0.064142857,0.117642857,0.006071429,NA,0.513570734,N,0.233511885,Broad,Broad,NCM,0.6,7.157647059
G2_NCM_TRIAL4_B,3,G2,NCM,4,B,G2,1.6,2.078431372,0.91025899,1.81805449,0.26189218,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.33,ok?,-0.23599,0.05958,0.00126,NA,Bad,N,N,"Inverted and fat, Only likes 2 and 4",0.168785714,0.275142857,0.195857143,-0.031214286,0.075142857,-0.004142857,NA,0.529853804,N,0.252468325,Broad,Broad,NCM,0.478431372,3.372026145
G2_NCM_TRIAL5_A,3,G2,NCM,5,A,G2,3.857142857,3.949579832,1.167320591,1.622121683,0.040860475,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.38,ok?,-0.281,0.1449,0.00042,NA,Bad,N,Y,"Inverted, trough before peak, Might not be auditory",0.158,0.172538462,0.178076923,-0.042,-0.027461538,-0.021923077,NA,0.615431472,N,0.515658363,Broad,Broad,NCM,0.092436975,5.017159805
G2_NCM_TRIAL5_B,3,G2,NCM,5,B,G2,2.571428571,3.277310924,2.277457615,1.722176599,0.244338253,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.38,ok?,0.2805,-0.1531,0.000539,NA,Bad,N,N,,0.197615385,0.258,0.213538462,-0.002384615,0.058,0.013538462,0.275,0.258251395,N,0.545811052,Broad,Broad,NCM,0.705882353,8.29065744
G2_NCM_TRIAL6_A,3,G2,NCM,6,A,G2,6.066666667,5.843137254,3.555009879,2.62565263,-0.082259659,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.43,x,-0.24162,0.04681,0.00108,NA,Good,N,N,Inverted and fat,0.157,0.276285714,0.183857143,-0.043,0.076285714,-0.016142857,0.16,0.75470463,N,0.193733962,Broad,Broad,NCM,-0.223529413,8.107128027
G2_NCM_TRIAL6_B,3,G2,NCM,6,B,G2,3.6,3.647058824,1.764733893,2.247643903,0.020371858,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/23/22,15,R,1.43,x,0.2672,-0.1142,3.00E-04,NA,Good,N,N,,0.143428571,0.239857143,0.150928571,-0.056571429,0.039857143,-0.049071429,NA,0.977340078,N,0.42739521,NS2,Narrow,NCM,0.047058824,5.488442907
G2_NCM_TRIAL7_A,3,G2,NCM,7,A,G2,3.933333333,4.31372549,2.218965868,2.452380553,0.096961694,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.48,x,0.3478,-0.196,0.00017999,NA,Good,N,N,,0.160785714,0.2875,0.185285714,-0.039214286,0.0875,-0.014714286,0.345,0.932093283,N,0.563542266,NS2,Narrow,NCM,0.380392157,15.04538255
G2_NCM_TRIAL7_B,3,G2,NCM,7,B,G2,1.466666667,1.372549019,1.245945806,0.907666765,-0.071316937,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.48,x,0.345,-0.1327,0.0005999,NA,Good,N,N,,0.135857143,0.214071429,0.186714286,-0.064142857,0.014071429,-0.013285714,NA,0.932024863,N,0.384637681,Broad,Broad,NCM,-0.094117648,1.77337947
G2_NCM_TRIAL8_A,3,G2,NCM,8,A,G2,7.666666667,5.56862745,2.870208222,2.712693898,-0.443013265,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.53,x,0.2447,-0.1253,0.00054,NA,Good,N,N,,0.155714286,0.279285714,0.171357143,-0.044285714,0.079285714,-0.028642857,NA,0.120544434,N,0.512055578,Broad,Broad,NCM,-2.098039217,21.90342175
G2_NCM_TRIAL8_B,3,G2,NCM,8,B,G2,7,8.392156862,2.725540575,2.789949714,0.473292467,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.53,x,0.2544,-0.1399,0.00017999,NA,Good,N,N,,0.135571429,0.401785714,0.168857143,-0.064428571,0.201785714,-0.031142857,NA,0.168823242,N,0.549921384,NS2,Narrow,NCM,1.392156862,9.021760861
G2_NCM_TRIAL8_C,3,G2,NCM,8,C,G2,5.933333333,7.37254902,1.751190072,3.228538911,0.57215065,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.53,x,-0.2468,0.1282,0.0001799,NA,Duplicate,N,Y,"Inverted, trough before peak",0.166,0.219714286,0.156214286,-0.034,0.019714286,-0.043785714,NA,0.05698318,N,0.519448947,NS2,Narrow,NCM,1.439215687,6.745036524
G2_NCM_TRIAL9_A,3,G2,NCM,9,A,G2,1.866666667,3.058823529,1.302013093,2.015756029,0.62312279,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.58,x,0.3013,-0.1474,0.000539,NA,Good,N,N,,0.217714286,0.24,0.247857143,0.017714286,0.04,0.047857143,0.215,0.016946794,Y,0.489213409,Broad,Broad,NCM,1.192156862,3.774609766
G2_NCM_TRIAL9_B,3,G2,NCM,9,B,G2,2.2,1.843137255,2.177810171,1.33151961,-0.123869597,WN,1.7,WN_WN,WN,WN,G,xfostered,23,3,13.3,3/20/22,15,R,1.58,ok?,-0.286,0.0417,0.001259,NA,Bad,N,N,Inverted,0.257071429,0.347142857,0.382571429,0.057071429,0.147142857,0.182571429,NA,0.842304088,N,0.145804196,Broad,Broad,NCM,-0.356862745,8.152003076
G3_FL_TRIAL1_B,3,G3,FL,1,B,G3,3.153846154,3.936651584,1.625123269,2.098835501,0.329052778,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,0.95,x,-0.563,0.23,0.00048,NA,Good,N,N,Inverted,0.120285714,0.2725,0.181285714,-0.079714286,0.0725,-0.018714286,0.355,0.441906976,N,0.408525755,Field L,Field L,Broad,0.78280543,5.724452817
G3_FL_TRIAL10_A,3,G3,FL,10,A,G3,2.846153846,19.90950226,1.675616993,10.77676961,1.73529889,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.37,x,-0.707,0.165,3.00E-04,NA,Bad,Y,N,Inverted; Lost spot after 600s,0.38725,0.544333333,0.545,0.18725,0.344333333,0.345,0.05,0.000244141,Y,0.233380481,Field L,Field L,Narrow,17.06334841,97.69787678
G3_FL_TRIAL10_B,3,G3,FL,10,B,G3,0.538461538,7.782805429,0.776250026,5.596762566,1.286927597,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.37,x,0.704,-0.202,0.00036,NA,Duplicate,Y,Y,Trough before peak; Lost spot after 600s,0.418,0.367333333,0.402166667,0.218,0.167333333,0.202166667,0.075,0.000244141,Y,0.286931818,Field L,Field L,Narrow,7.244343891,31.51708605
G3_FL_TRIAL11_A,3,G3,FL,11,A,G3,1.142857143,7.058823529,1.167320591,4.28552416,1.614174069,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.42,x,0.629,-0.154,0.0003599,NA,Bad,Y,Y,Trough before peak?; Lost spot after 465s,0.46325,0.388583333,0.47825,0.26325,0.188583333,0.27825,0.035,0.001661694,Y,0.244833068,Field L,Field L,Narrow,5.915966386,13.78137137
G3_FL_TRIAL11_B,3,G3,FL,11,B,G3,1.285714286,10.92436975,1.437335753,6.669961289,1.700607359,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.42,x,-0.629,0.138,0.0002265,NA,Bad,Y,N,Inverted; Lost spot after 465s,0.486833333,0.428916667,0.559166667,0.286833333,0.228916667,0.359166667,0.09,0.00109394,Y,0.219395866,Field L,Field L,Narrow,9.638655464,32.91688441
G3_FL_TRIAL12_A,3,G3,FL,12,A,G3,5.076923077,28.00904977,3.774068063,7.664153071,2.790648626,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.47,x,-0.63,0.378,0.00018,NA,Good,N,N,"Inverted, May have drifted out of spot towards end, but will keep all",0.768,0.485181818,0.653818182,0.568,0.285181818,0.453818182,0.035,0.001656248,Y,0.6,Field L,Field L,Narrow,22.93212669,67.5149567
G3_FL_TRIAL12_B,3,G3,FL,12,B,G3,3.692307692,19.32126697,2.529315302,3.317547574,3.376973915,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.47,x,0.578,-0.257,0.00018,NA,Good,N,Y,"Trough before peak, May have drifted out of spot towards end, but will keep all",0.500090909,0.232545455,0.424,0.300090909,0.032545455,0.224,0.035,0.001656248,Y,0.444636678,Field L,Field L,Narrow,15.62895928,21.00739133
G3_FL_TRIAL2_A,3,G3,FL,2,A,G3,5.2,7.333333333,2.651145305,1.999340805,0.620063578,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1,x,-0.92,0.412,0.00018,NA,Good,N,N,,0.146714286,0.524642857,0.198571429,-0.053285714,0.324642857,-0.001428571,0.075,0.131808914,N,0.447826087,Field L,Field L,Narrow,2.133333333,11.73401
G3_FL_TRIAL3_A,3,G3,FL,3,A,G3,4.333333333,5.921568628,2.093072474,1.78512925,0.599992005,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.05,x,-0.927,0.361,0.00018,NA,Good,N,N,Inverted,0.111928571,0.352714286,0.1615,-0.088071429,0.152714286,-0.0385,0.165,0.049965536,Y,0.389428263,Field L,Field L,Narrow,1.588235295,7.010841984
G3_FL_TRIAL4_A,3,G3,FL,4,A,G3,4.4,5.490196078,2.640346298,2.580073712,0.32324108,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.1,x,0.906,-0.228,0.00018,NA,Good,N,Y,Trough before peak,0.143928571,0.441,0.199214286,-0.056071429,0.241,-0.000785714,0.065,0.181794921,N,0.251655629,Field L,Field L,Narrow,1.090196078,11.46475971
G3_FL_TRIAL4_B,3,G3,FL,4,B,G3,11.13333333,12.47058823,5.208052373,2.900559886,0.291115841,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.1,x,-1.005,0.445,0.0001799,NA,Good,N,N,Inverted,0.118357143,0.417571429,0.190214286,-0.081642857,0.217571429,-0.009785714,NA,0.362567698,N,0.44278607,Field L,Field L,Narrow,1.3372549,21.90517494
G3_FL_TRIAL5_A,3,G3,FL,5,A,G3,15.8,16,5.073741927,5.046496609,0.041819763,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.15,x,-1.071,0.415,0.0001799,NA,Good,N,N,Inverted,0.086142857,0.510285714,0.2085,-0.113857143,0.310285714,0.0085,NA,0.719726563,N,0.387488329,Field L,Field L,Narrow,0.2,24.53324107
G3_FL_TRIAL5_B,3,G3,FL,5,B,G3,4.266666667,5.137254902,1.830950833,2.06740907,0.281723166,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.15,x,1.089,-0.398,0.0001799,NA,Good,N,Y,Trough before peak,0.192857143,0.296,0.2295,-0.007142857,0.096,0.0295,NA,0.348396364,N,0.365472911,Field L,Field L,Narrow,0.870588235,9.387404845
G3_FL_TRIAL5_C,3,G3,FL,5,C,G3,9.4,11.96078431,2.028370211,3.234657437,0.806728802,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,L,1.15,x,-1.224,1.074,0.00018,NA,Good,N,N,Inverted,0.239357143,0.234714286,0.2305,0.039357143,0.034714286,0.0305,NA,0.023824146,Y,0.87745098,Field L,Field L,Narrow,2.56078431,10.31135717
G3_FL_TRIAL6_A,3,G3,FL,6,A,G3,1.8,7.215686274,2.007130147,3.367920737,1.424808768,WN,1.7,WN_WN,WN,WN,G,xfostered,25,5,13,3/23/22,15,R,1.17,x,-1.111,0.747,0.00018,NA,Good,N,N,Inverted,0.169357143,0.471714286,0.226571429,-0.030642857,0.271714286,0.026571429,0.045,0.002854355,Y,0.672367237,Field L,Field L,Narrow,5.415686274,14.44081507
