Trialx,Treatment,Stimulus,Presentation,Period,base_fr,Unit2,stim_fr,ID,Region,Trial,Letter
7,NA,5???,61,Baseline,0,D5_NCM_TRIAL7_C,0.724637681,D5,NCM,TRIAL7,C
7,NA,5???,62,Baseline,1,D5_NCM_TRIAL7_C,0.724637681,D5,NCM,TRIAL7,C
7,NA,5???,63,Baseline,0,D5_NCM_TRIAL7_C,1.449275362,D5,NCM,TRIAL7,C
7,NA,5???,64,Baseline,3,D5_NCM_TRIAL7_C,0,D5,NCM,TRIAL7,C
7,NA,5???,65,Baseline,0,D5_NCM_TRIAL7_C,0.724637681,D5,NCM,TRIAL7,C
7,NA,5???,66,Baseline,0,D5_NCM_TRIAL7_C,1.449275362,D5,NCM,TRIAL7,C
7,NA,5???,67,Baseline,0,D5_NCM_TRIAL7_C,0,D5,NCM,TRIAL7,C
7,NA,5???,68,Baseline,0,D5_NCM_TRIAL7_C,0,D5,NCM,TRIAL7,C
7,NA,5???,69,Baseline,2,D5_NCM_TRIAL7_C,0,D5,NCM,TRIAL7,C
7,NA,5???,70,Baseline,0,D5_NCM_TRIAL7_C,0.724637681,D5,NCM,TRIAL7,C
7,NA,5???,71,Baseline,0,D5_NCM_TRIAL7_C,1.449275362,D5,NCM,TRIAL7,C
7,NA,5???,72,Baseline,0,D5_NCM_TRIAL7_C,3.623188406,D5,NCM,TRIAL7,C
8,NA,1???,1,Baseline,2,D5_NCM_TRIAL8_A,2.23880597,D5,NCM,TRIAL8,A
8,NA,1???,2,Baseline,2,D5_NCM_TRIAL8_A,5.970149254,D5,NCM,TRIAL8,A
8,NA,1???,3,Baseline,2,D5_NCM_TRIAL8_A,9.701492537,D5,NCM,TRIAL8,A
8,NA,1???,4,Baseline,0,D5_NCM_TRIAL8_A,8.208955224,D5,NCM,TRIAL8,A
8,NA,1???,5,Baseline,2,D5_NCM_TRIAL8_A,3.731343284,D5,NCM,TRIAL8,A
8,NA,1???,6,Baseline,5,D5_NCM_TRIAL8_A,1.492537313,D5,NCM,TRIAL8,A
8,NA,1???,7,Baseline,2,D5_NCM_TRIAL8_A,7.462686567,D5,NCM,TRIAL8,A
8,NA,1???,8,Baseline,2,D5_NCM_TRIAL8_A,4.47761194,D5,NCM,TRIAL8,A
8,NA,1???,9,Baseline,1,D5_NCM_TRIAL8_A,5.223880597,D5,NCM,TRIAL8,A
8,NA,1???,10,Baseline,1,D5_NCM_TRIAL8_A,4.47761194,D5,NCM,TRIAL8,A
8,NA,1???,11,Baseline,2,D5_NCM_TRIAL8_A,10.44776119,D5,NCM,TRIAL8,A
8,NA,1???,12,Baseline,1,D5_NCM_TRIAL8_A,4.47761194,D5,NCM,TRIAL8,A
8,NA,1???,13,Baseline,1,D5_NCM_TRIAL8_A,9.701492537,D5,NCM,TRIAL8,A
8,NA,1???,14,Baseline,2,D5_NCM_TRIAL8_A,6.71641791,D5,NCM,TRIAL8,A
8,NA,1???,15,Baseline,2,D5_NCM_TRIAL8_A,2.985074627,D5,NCM,TRIAL8,A
8,NA,2???,16,Baseline,1,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,2???,17,Baseline,2,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,2???,18,Baseline,1,D5_NCM_TRIAL8_A,0.543478261,D5,NCM,TRIAL8,A
8,NA,2???,19,Baseline,2,D5_NCM_TRIAL8_A,3.260869565,D5,NCM,TRIAL8,A
8,NA,2???,20,Baseline,1,D5_NCM_TRIAL8_A,1.086956522,D5,NCM,TRIAL8,A
8,NA,2???,21,Baseline,2,D5_NCM_TRIAL8_A,3.260869565,D5,NCM,TRIAL8,A
8,NA,2???,22,Baseline,1,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,2???,23,Baseline,0,D5_NCM_TRIAL8_A,1.630434783,D5,NCM,TRIAL8,A
8,NA,2???,24,Baseline,1,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,2???,25,Baseline,4,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,2???,26,Baseline,5,D5_NCM_TRIAL8_A,1.086956522,D5,NCM,TRIAL8,A
8,NA,2???,27,Baseline,4,D5_NCM_TRIAL8_A,3.804347826,D5,NCM,TRIAL8,A
8,NA,2???,28,Baseline,6,D5_NCM_TRIAL8_A,5.434782609,D5,NCM,TRIAL8,A
8,NA,2???,29,Baseline,4,D5_NCM_TRIAL8_A,5.434782609,D5,NCM,TRIAL8,A
8,NA,2???,30,Baseline,5,D5_NCM_TRIAL8_A,2.173913043,D5,NCM,TRIAL8,A
8,NA,3???,31,Baseline,1,D5_NCM_TRIAL8_A,6.818181818,D5,NCM,TRIAL8,A
8,NA,3???,32,Baseline,4,D5_NCM_TRIAL8_A,6.060606061,D5,NCM,TRIAL8,A
8,NA,3???,33,Baseline,2,D5_NCM_TRIAL8_A,7.575757576,D5,NCM,TRIAL8,A
8,NA,3???,34,Baseline,2,D5_NCM_TRIAL8_A,2.272727273,D5,NCM,TRIAL8,A
8,NA,3???,35,Baseline,1,D5_NCM_TRIAL8_A,8.333333333,D5,NCM,TRIAL8,A
8,NA,3???,36,Baseline,3,D5_NCM_TRIAL8_A,5.303030303,D5,NCM,TRIAL8,A
8,NA,3???,37,Baseline,3,D5_NCM_TRIAL8_A,9.848484848,D5,NCM,TRIAL8,A
8,NA,3???,38,Baseline,5,D5_NCM_TRIAL8_A,8.333333333,D5,NCM,TRIAL8,A
8,NA,3???,39,Baseline,4,D5_NCM_TRIAL8_A,5.303030303,D5,NCM,TRIAL8,A
8,NA,3???,40,Baseline,0,D5_NCM_TRIAL8_A,3.03030303,D5,NCM,TRIAL8,A
8,NA,3???,41,Baseline,4,D5_NCM_TRIAL8_A,4.545454545,D5,NCM,TRIAL8,A
8,NA,3???,42,Baseline,1,D5_NCM_TRIAL8_A,4.545454545,D5,NCM,TRIAL8,A
8,NA,3???,43,Baseline,2,D5_NCM_TRIAL8_A,8.333333333,D5,NCM,TRIAL8,A
8,NA,3???,44,Baseline,2,D5_NCM_TRIAL8_A,8.333333333,D5,NCM,TRIAL8,A
8,NA,3???,45,Baseline,0,D5_NCM_TRIAL8_A,4.545454545,D5,NCM,TRIAL8,A
8,NA,4???,46,Baseline,2,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,47,Baseline,2,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,48,Baseline,5,D5_NCM_TRIAL8_A,1.176470588,D5,NCM,TRIAL8,A
8,NA,4???,49,Baseline,0,D5_NCM_TRIAL8_A,1.176470588,D5,NCM,TRIAL8,A
8,NA,4???,50,Baseline,0,D5_NCM_TRIAL8_A,1.176470588,D5,NCM,TRIAL8,A
8,NA,4???,51,Baseline,1,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,52,Baseline,3,D5_NCM_TRIAL8_A,0,D5,NCM,TRIAL8,A
8,NA,4???,53,Baseline,3,D5_NCM_TRIAL8_A,3.529411765,D5,NCM,TRIAL8,A
8,NA,4???,54,Baseline,4,D5_NCM_TRIAL8_A,1.764705882,D5,NCM,TRIAL8,A
8,NA,4???,55,Baseline,2,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,56,Baseline,1,D5_NCM_TRIAL8_A,0.588235294,D5,NCM,TRIAL8,A
8,NA,4???,57,Baseline,3,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,58,Baseline,2,D5_NCM_TRIAL8_A,2.352941176,D5,NCM,TRIAL8,A
8,NA,4???,59,Baseline,2,D5_NCM_TRIAL8_A,2.941176471,D5,NCM,TRIAL8,A
8,NA,4???,60,Baseline,1,D5_NCM_TRIAL8_A,1.764705882,D5,NCM,TRIAL8,A
8,NA,5???,61,Baseline,0,D5_NCM_TRIAL8_A,5.797101449,D5,NCM,TRIAL8,A
8,NA,5???,62,Baseline,1,D5_NCM_TRIAL8_A,6.52173913,D5,NCM,TRIAL8,A
8,NA,5???,63,Baseline,2,D5_NCM_TRIAL8_A,6.52173913,D5,NCM,TRIAL8,A
8,NA,5???,64,Baseline,1,D5_NCM_TRIAL8_A,7.246376812,D5,NCM,TRIAL8,A
8,NA,5???,65,Baseline,2,D5_NCM_TRIAL8_A,6.52173913,D5,NCM,TRIAL8,A
8,NA,5???,66,Baseline,7,D5_NCM_TRIAL8_A,4.347826087,D5,NCM,TRIAL8,A
8,NA,5???,67,Baseline,5,D5_NCM_TRIAL8_A,4.347826087,D5,NCM,TRIAL8,A
8,NA,5???,68,Baseline,1,D5_NCM_TRIAL8_A,2.898550725,D5,NCM,TRIAL8,A
8,NA,5???,69,Baseline,1,D5_NCM_TRIAL8_A,4.347826087,D5,NCM,TRIAL8,A
8,NA,5???,70,Baseline,3,D5_NCM_TRIAL8_A,7.246376812,D5,NCM,TRIAL8,A
8,NA,5???,71,Baseline,4,D5_NCM_TRIAL8_A,13.76811594,D5,NCM,TRIAL8,A
8,NA,5???,72,Baseline,2,D5_NCM_TRIAL8_A,10.86956522,D5,NCM,TRIAL8,A
8,NA,5???,73,Baseline,0,D5_NCM_TRIAL8_A,7.246376812,D5,NCM,TRIAL8,A
8,NA,5???,74,Baseline,2,D5_NCM_TRIAL8_A,5.797101449,D5,NCM,TRIAL8,A
8,NA,1???,1,Baseline,2,D5_NCM_TRIAL8_B,4.47761194,D5,NCM,TRIAL8,B
8,NA,1???,2,Baseline,6,D5_NCM_TRIAL8_B,6.71641791,D5,NCM,TRIAL8,B
8,NA,1???,3,Baseline,1,D5_NCM_TRIAL8_B,8.955223881,D5,NCM,TRIAL8,B
8,NA,1???,4,Baseline,9,D5_NCM_TRIAL8_B,5.970149254,D5,NCM,TRIAL8,B
8,NA,1???,5,Baseline,4,D5_NCM_TRIAL8_B,12.68656716,D5,NCM,TRIAL8,B
8,NA,1???,6,Baseline,1,D5_NCM_TRIAL8_B,5.970149254,D5,NCM,TRIAL8,B
8,NA,1???,7,Baseline,4,D5_NCM_TRIAL8_B,9.701492537,D5,NCM,TRIAL8,B
8,NA,1???,8,Baseline,4,D5_NCM_TRIAL8_B,12.68656716,D5,NCM,TRIAL8,B
8,NA,1???,9,Baseline,5,D5_NCM_TRIAL8_B,8.955223881,D5,NCM,TRIAL8,B
8,NA,1???,10,Baseline,3,D5_NCM_TRIAL8_B,11.19402985,D5,NCM,TRIAL8,B
8,NA,1???,11,Baseline,4,D5_NCM_TRIAL8_B,7.462686567,D5,NCM,TRIAL8,B
8,NA,1???,12,Baseline,4,D5_NCM_TRIAL8_B,9.701492537,D5,NCM,TRIAL8,B
8,NA,1???,13,Baseline,4,D5_NCM_TRIAL8_B,8.955223881,D5,NCM,TRIAL8,B
8,NA,1???,14,Baseline,7,D5_NCM_TRIAL8_B,16.41791045,D5,NCM,TRIAL8,B
8,NA,1???,15,Baseline,7,D5_NCM_TRIAL8_B,11.19402985,D5,NCM,TRIAL8,B
8,NA,2???,16,Baseline,1,D5_NCM_TRIAL8_B,2.717391304,D5,NCM,TRIAL8,B
8,NA,2???,17,Baseline,1,D5_NCM_TRIAL8_B,3.260869565,D5,NCM,TRIAL8,B
8,NA,2???,18,Baseline,2,D5_NCM_TRIAL8_B,5.434782609,D5,NCM,TRIAL8,B
8,NA,2???,19,Baseline,1,D5_NCM_TRIAL8_B,5.434782609,D5,NCM,TRIAL8,B
8,NA,2???,20,Baseline,2,D5_NCM_TRIAL8_B,3.804347826,D5,NCM,TRIAL8,B
8,NA,2???,21,Baseline,4,D5_NCM_TRIAL8_B,3.804347826,D5,NCM,TRIAL8,B
8,NA,2???,22,Baseline,1,D5_NCM_TRIAL8_B,5.97826087,D5,NCM,TRIAL8,B
8,NA,2???,23,Baseline,3,D5_NCM_TRIAL8_B,4.891304348,D5,NCM,TRIAL8,B
8,NA,2???,24,Baseline,5,D5_NCM_TRIAL8_B,5.97826087,D5,NCM,TRIAL8,B
8,NA,2???,25,Baseline,1,D5_NCM_TRIAL8_B,5.97826087,D5,NCM,TRIAL8,B
8,NA,2???,26,Baseline,5,D5_NCM_TRIAL8_B,5.434782609,D5,NCM,TRIAL8,B
8,NA,2???,27,Baseline,5,D5_NCM_TRIAL8_B,6.52173913,D5,NCM,TRIAL8,B
8,NA,2???,28,Baseline,5,D5_NCM_TRIAL8_B,8.152173913,D5,NCM,TRIAL8,B
8,NA,2???,29,Baseline,3,D5_NCM_TRIAL8_B,7.065217391,D5,NCM,TRIAL8,B
8,NA,2???,30,Baseline,7,D5_NCM_TRIAL8_B,4.891304348,D5,NCM,TRIAL8,B
8,NA,3???,31,Baseline,1,D5_NCM_TRIAL8_B,6.818181818,D5,NCM,TRIAL8,B
8,NA,3???,32,Baseline,1,D5_NCM_TRIAL8_B,3.03030303,D5,NCM,TRIAL8,B
8,NA,3???,33,Baseline,5,D5_NCM_TRIAL8_B,5.303030303,D5,NCM,TRIAL8,B
8,NA,3???,34,Baseline,5,D5_NCM_TRIAL8_B,5.303030303,D5,NCM,TRIAL8,B
8,NA,3???,35,Baseline,6,D5_NCM_TRIAL8_B,8.333333333,D5,NCM,TRIAL8,B
8,NA,3???,36,Baseline,2,D5_NCM_TRIAL8_B,8.333333333,D5,NCM,TRIAL8,B
8,NA,3???,37,Baseline,6,D5_NCM_TRIAL8_B,11.36363636,D5,NCM,TRIAL8,B
8,NA,3???,38,Baseline,2,D5_NCM_TRIAL8_B,6.060606061,D5,NCM,TRIAL8,B
8,NA,3???,39,Baseline,2,D5_NCM_TRIAL8_B,11.36363636,D5,NCM,TRIAL8,B
8,NA,3???,40,Baseline,3,D5_NCM_TRIAL8_B,6.060606061,D5,NCM,TRIAL8,B
8,NA,3???,41,Baseline,4,D5_NCM_TRIAL8_B,7.575757576,D5,NCM,TRIAL8,B
8,NA,3???,42,Baseline,5,D5_NCM_TRIAL8_B,6.818181818,D5,NCM,TRIAL8,B
8,NA,3???,43,Baseline,10,D5_NCM_TRIAL8_B,10.60606061,D5,NCM,TRIAL8,B
8,NA,3???,44,Baseline,9,D5_NCM_TRIAL8_B,9.848484848,D5,NCM,TRIAL8,B
8,NA,3???,45,Baseline,4,D5_NCM_TRIAL8_B,6.818181818,D5,NCM,TRIAL8,B
8,NA,4???,46,Baseline,5,D5_NCM_TRIAL8_B,1.176470588,D5,NCM,TRIAL8,B
8,NA,4???,47,Baseline,0,D5_NCM_TRIAL8_B,2.352941176,D5,NCM,TRIAL8,B
8,NA,4???,48,Baseline,2,D5_NCM_TRIAL8_B,3.529411765,D5,NCM,TRIAL8,B
8,NA,4???,49,Baseline,1,D5_NCM_TRIAL8_B,5.882352941,D5,NCM,TRIAL8,B
8,NA,4???,50,Baseline,1,D5_NCM_TRIAL8_B,5.294117647,D5,NCM,TRIAL8,B
8,NA,4???,51,Baseline,2,D5_NCM_TRIAL8_B,5.294117647,D5,NCM,TRIAL8,B
8,NA,4???,52,Baseline,5,D5_NCM_TRIAL8_B,5.882352941,D5,NCM,TRIAL8,B
8,NA,4???,53,Baseline,4,D5_NCM_TRIAL8_B,2.941176471,D5,NCM,TRIAL8,B
8,NA,4???,54,Baseline,1,D5_NCM_TRIAL8_B,3.529411765,D5,NCM,TRIAL8,B
8,NA,4???,55,Baseline,2,D5_NCM_TRIAL8_B,4.705882353,D5,NCM,TRIAL8,B
8,NA,4???,56,Baseline,3,D5_NCM_TRIAL8_B,4.117647059,D5,NCM,TRIAL8,B
8,NA,4???,57,Baseline,4,D5_NCM_TRIAL8_B,0.588235294,D5,NCM,TRIAL8,B
8,NA,4???,58,Baseline,5,D5_NCM_TRIAL8_B,2.941176471,D5,NCM,TRIAL8,B
8,NA,4???,59,Baseline,9,D5_NCM_TRIAL8_B,8.235294118,D5,NCM,TRIAL8,B
8,NA,4???,60,Baseline,5,D5_NCM_TRIAL8_B,9.411764706,D5,NCM,TRIAL8,B
8,NA,5???,61,Baseline,1,D5_NCM_TRIAL8_B,4.347826087,D5,NCM,TRIAL8,B
8,NA,5???,62,Baseline,2,D5_NCM_TRIAL8_B,5.797101449,D5,NCM,TRIAL8,B
8,NA,5???,63,Baseline,1,D5_NCM_TRIAL8_B,7.246376812,D5,NCM,TRIAL8,B
8,NA,5???,64,Baseline,5,D5_NCM_TRIAL8_B,7.971014493,D5,NCM,TRIAL8,B
8,NA,5???,65,Baseline,8,D5_NCM_TRIAL8_B,10.14492754,D5,NCM,TRIAL8,B
8,NA,5???,66,Baseline,3,D5_NCM_TRIAL8_B,12.31884058,D5,NCM,TRIAL8,B
8,NA,5???,67,Baseline,1,D5_NCM_TRIAL8_B,4.347826087,D5,NCM,TRIAL8,B
8,NA,5???,68,Baseline,8,D5_NCM_TRIAL8_B,7.971014493,D5,NCM,TRIAL8,B
8,NA,5???,69,Baseline,4,D5_NCM_TRIAL8_B,10.14492754,D5,NCM,TRIAL8,B
8,NA,5???,70,Baseline,8,D5_NCM_TRIAL8_B,7.971014493,D5,NCM,TRIAL8,B
8,NA,5???,71,Baseline,5,D5_NCM_TRIAL8_B,5.072463768,D5,NCM,TRIAL8,B
8,NA,5???,72,Baseline,6,D5_NCM_TRIAL8_B,8.695652174,D5,NCM,TRIAL8,B
8,NA,5???,73,Baseline,4,D5_NCM_TRIAL8_B,7.246376812,D5,NCM,TRIAL8,B
8,NA,5???,74,Baseline,8,D5_NCM_TRIAL8_B,7.246376812,D5,NCM,TRIAL8,B
8,NA,1???,1,Baseline,3,D5_NCM_TRIAL8_C,5.223880597,D5,NCM,TRIAL8,C
8,NA,1???,2,Baseline,2,D5_NCM_TRIAL8_C,5.970149254,D5,NCM,TRIAL8,C
8,NA,1???,3,Baseline,1,D5_NCM_TRIAL8_C,7.462686567,D5,NCM,TRIAL8,C
8,NA,1???,4,Baseline,0,D5_NCM_TRIAL8_C,7.462686567,D5,NCM,TRIAL8,C
8,NA,1???,5,Baseline,2,D5_NCM_TRIAL8_C,7.462686567,D5,NCM,TRIAL8,C
8,NA,1???,6,Baseline,7,D5_NCM_TRIAL8_C,7.462686567,D5,NCM,TRIAL8,C
8,NA,1???,7,Baseline,3,D5_NCM_TRIAL8_C,5.223880597,D5,NCM,TRIAL8,C
8,NA,1???,8,Baseline,8,D5_NCM_TRIAL8_C,8.208955224,D5,NCM,TRIAL8,C
8,NA,1???,9,Baseline,1,D5_NCM_TRIAL8_C,7.462686567,D5,NCM,TRIAL8,C
8,NA,1???,10,Baseline,0,D5_NCM_TRIAL8_C,8.208955224,D5,NCM,TRIAL8,C
8,NA,1???,11,Baseline,4,D5_NCM_TRIAL8_C,6.71641791,D5,NCM,TRIAL8,C
8,NA,1???,12,Baseline,11,D5_NCM_TRIAL8_C,8.208955224,D5,NCM,TRIAL8,C
8,NA,1???,13,Baseline,1,D5_NCM_TRIAL8_C,3.731343284,D5,NCM,TRIAL8,C
8,NA,1???,14,Baseline,0,D5_NCM_TRIAL8_C,8.955223881,D5,NCM,TRIAL8,C
8,NA,1???,15,Baseline,2,D5_NCM_TRIAL8_C,8.955223881,D5,NCM,TRIAL8,C
8,NA,2???,16,Baseline,0,D5_NCM_TRIAL8_C,1.630434783,D5,NCM,TRIAL8,C
8,NA,2???,17,Baseline,1,D5_NCM_TRIAL8_C,3.804347826,D5,NCM,TRIAL8,C
8,NA,2???,18,Baseline,1,D5_NCM_TRIAL8_C,2.717391304,D5,NCM,TRIAL8,C
8,NA,2???,19,Baseline,0,D5_NCM_TRIAL8_C,4.347826087,D5,NCM,TRIAL8,C
8,NA,2???,20,Baseline,2,D5_NCM_TRIAL8_C,3.804347826,D5,NCM,TRIAL8,C
8,NA,2???,21,Baseline,0,D5_NCM_TRIAL8_C,3.804347826,D5,NCM,TRIAL8,C
8,NA,2???,22,Baseline,1,D5_NCM_TRIAL8_C,2.717391304,D5,NCM,TRIAL8,C
8,NA,2???,23,Baseline,1,D5_NCM_TRIAL8_C,3.260869565,D5,NCM,TRIAL8,C
8,NA,2???,24,Baseline,0,D5_NCM_TRIAL8_C,5.97826087,D5,NCM,TRIAL8,C
8,NA,2???,25,Baseline,0,D5_NCM_TRIAL8_C,3.804347826,D5,NCM,TRIAL8,C
8,NA,2???,26,Baseline,0,D5_NCM_TRIAL8_C,4.891304348,D5,NCM,TRIAL8,C
8,NA,2???,27,Baseline,0,D5_NCM_TRIAL8_C,3.804347826,D5,NCM,TRIAL8,C
8,NA,2???,28,Baseline,3,D5_NCM_TRIAL8_C,6.52173913,D5,NCM,TRIAL8,C
8,NA,2???,29,Baseline,6,D5_NCM_TRIAL8_C,9.239130435,D5,NCM,TRIAL8,C
8,NA,2???,30,Baseline,1,D5_NCM_TRIAL8_C,3.260869565,D5,NCM,TRIAL8,C
8,NA,3???,31,Baseline,1,D5_NCM_TRIAL8_C,6.818181818,D5,NCM,TRIAL8,C
8,NA,3???,32,Baseline,3,D5_NCM_TRIAL8_C,9.090909091,D5,NCM,TRIAL8,C
8,NA,3???,33,Baseline,4,D5_NCM_TRIAL8_C,4.545454545,D5,NCM,TRIAL8,C
8,NA,3???,34,Baseline,0,D5_NCM_TRIAL8_C,9.090909091,D5,NCM,TRIAL8,C
8,NA,3???,35,Baseline,3,D5_NCM_TRIAL8_C,5.303030303,D5,NCM,TRIAL8,C
8,NA,3???,36,Baseline,3,D5_NCM_TRIAL8_C,8.333333333,D5,NCM,TRIAL8,C
8,NA,3???,37,Baseline,2,D5_NCM_TRIAL8_C,7.575757576,D5,NCM,TRIAL8,C
8,NA,3???,38,Baseline,0,D5_NCM_TRIAL8_C,9.090909091,D5,NCM,TRIAL8,C
8,NA,3???,39,Baseline,3,D5_NCM_TRIAL8_C,6.818181818,D5,NCM,TRIAL8,C
8,NA,3???,40,Baseline,2,D5_NCM_TRIAL8_C,3.787878788,D5,NCM,TRIAL8,C
8,NA,3???,41,Baseline,0,D5_NCM_TRIAL8_C,9.090909091,D5,NCM,TRIAL8,C
8,NA,3???,42,Baseline,4,D5_NCM_TRIAL8_C,10.60606061,D5,NCM,TRIAL8,C
8,NA,3???,43,Baseline,1,D5_NCM_TRIAL8_C,9.848484848,D5,NCM,TRIAL8,C
8,NA,3???,44,Baseline,2,D5_NCM_TRIAL8_C,5.303030303,D5,NCM,TRIAL8,C
8,NA,3???,45,Baseline,2,D5_NCM_TRIAL8_C,2.272727273,D5,NCM,TRIAL8,C
8,NA,4???,46,Baseline,0,D5_NCM_TRIAL8_C,1.176470588,D5,NCM,TRIAL8,C
8,NA,4???,47,Baseline,0,D5_NCM_TRIAL8_C,1.176470588,D5,NCM,TRIAL8,C
8,NA,4???,48,Baseline,0,D5_NCM_TRIAL8_C,3.529411765,D5,NCM,TRIAL8,C
8,NA,4???,49,Baseline,2,D5_NCM_TRIAL8_C,0,D5,NCM,TRIAL8,C
8,NA,4???,50,Baseline,0,D5_NCM_TRIAL8_C,1.764705882,D5,NCM,TRIAL8,C
8,NA,4???,51,Baseline,1,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,52,Baseline,3,D5_NCM_TRIAL8_C,0,D5,NCM,TRIAL8,C
8,NA,4???,53,Baseline,2,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,54,Baseline,0,D5_NCM_TRIAL8_C,2.941176471,D5,NCM,TRIAL8,C
8,NA,4???,55,Baseline,3,D5_NCM_TRIAL8_C,2.352941176,D5,NCM,TRIAL8,C
8,NA,4???,56,Baseline,1,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,57,Baseline,3,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,58,Baseline,4,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,59,Baseline,2,D5_NCM_TRIAL8_C,0.588235294,D5,NCM,TRIAL8,C
8,NA,4???,60,Baseline,1,D5_NCM_TRIAL8_C,1.764705882,D5,NCM,TRIAL8,C
8,NA,5???,61,Baseline,2,D5_NCM_TRIAL8_C,5.072463768,D5,NCM,TRIAL8,C
8,NA,5???,62,Baseline,3,D5_NCM_TRIAL8_C,8.695652174,D5,NCM,TRIAL8,C
8,NA,5???,63,Baseline,1,D5_NCM_TRIAL8_C,5.072463768,D5,NCM,TRIAL8,C
8,NA,5???,64,Baseline,1,D5_NCM_TRIAL8_C,3.623188406,D5,NCM,TRIAL8,C
8,NA,5???,65,Baseline,0,D5_NCM_TRIAL8_C,8.695652174,D5,NCM,TRIAL8,C
8,NA,5???,66,Baseline,4,D5_NCM_TRIAL8_C,7.971014493,D5,NCM,TRIAL8,C
8,NA,5???,67,Baseline,4,D5_NCM_TRIAL8_C,5.797101449,D5,NCM,TRIAL8,C
8,NA,5???,68,Baseline,1,D5_NCM_TRIAL8_C,3.623188406,D5,NCM,TRIAL8,C
8,NA,5???,69,Baseline,1,D5_NCM_TRIAL8_C,7.246376812,D5,NCM,TRIAL8,C
8,NA,5???,70,Baseline,1,D5_NCM_TRIAL8_C,6.52173913,D5,NCM,TRIAL8,C
8,NA,5???,71,Baseline,3,D5_NCM_TRIAL8_C,10.14492754,D5,NCM,TRIAL8,C
8,NA,5???,72,Baseline,4,D5_NCM_TRIAL8_C,9.420289855,D5,NCM,TRIAL8,C
8,NA,5???,73,Baseline,0,D5_NCM_TRIAL8_C,8.695652174,D5,NCM,TRIAL8,C
8,NA,5???,74,Baseline,0,D5_NCM_TRIAL8_C,9.420289855,D5,NCM,TRIAL8,C
9,NA,1???,1,Baseline,2,D5_NCM_TRIAL9_A,7.462686567,D5,NCM,TRIAL9,A
9,NA,1???,2,Baseline,1,D5_NCM_TRIAL9_A,5.970149254,D5,NCM,TRIAL9,A
9,NA,1???,3,Baseline,3,D5_NCM_TRIAL9_A,7.462686567,D5,NCM,TRIAL9,A
9,NA,1???,4,Baseline,1,D5_NCM_TRIAL9_A,5.970149254,D5,NCM,TRIAL9,A
9,NA,1???,5,Baseline,3,D5_NCM_TRIAL9_A,2.23880597,D5,NCM,TRIAL9,A
9,NA,1???,6,Baseline,4,D5_NCM_TRIAL9_A,7.462686567,D5,NCM,TRIAL9,A
9,NA,1???,7,Baseline,0,D5_NCM_TRIAL9_A,4.47761194,D5,NCM,TRIAL9,A
9,NA,1???,8,Baseline,1,D5_NCM_TRIAL9_A,3.731343284,D5,NCM,TRIAL9,A
9,NA,1???,9,Baseline,1,D5_NCM_TRIAL9_A,6.71641791,D5,NCM,TRIAL9,A
9,NA,1???,10,Baseline,2,D5_NCM_TRIAL9_A,2.985074627,D5,NCM,TRIAL9,A
9,NA,1???,11,Baseline,2,D5_NCM_TRIAL9_A,2.985074627,D5,NCM,TRIAL9,A
9,NA,1???,12,Baseline,0,D5_NCM_TRIAL9_A,5.223880597,D5,NCM,TRIAL9,A
9,NA,1???,13,Baseline,3,D5_NCM_TRIAL9_A,5.223880597,D5,NCM,TRIAL9,A
9,NA,1???,14,Baseline,0,D5_NCM_TRIAL9_A,3.731343284,D5,NCM,TRIAL9,A
9,NA,2???,15,Baseline,1,D5_NCM_TRIAL9_A,3.804347826,D5,NCM,TRIAL9,A
9,NA,2???,16,Baseline,1,D5_NCM_TRIAL9_A,1.630434783,D5,NCM,TRIAL9,A
9,NA,2???,17,Baseline,1,D5_NCM_TRIAL9_A,2.173913043,D5,NCM,TRIAL9,A
9,NA,2???,18,Baseline,2,D5_NCM_TRIAL9_A,3.260869565,D5,NCM,TRIAL9,A
9,NA,2???,19,Baseline,2,D5_NCM_TRIAL9_A,3.804347826,D5,NCM,TRIAL9,A
9,NA,2???,20,Baseline,3,D5_NCM_TRIAL9_A,3.260869565,D5,NCM,TRIAL9,A
