Trialx,Treatment,Stimulus,Presentation,Period,base_fr,Unit2,stim_fr,ID,Region,Trial,Letter
4,NA,2???,36,Baseline,0,A3_NCM_TRIAL4_A,3.03030303,A3,NCM,TRIAL4,A
4,NA,2???,37,Baseline,0,A3_NCM_TRIAL4_A,2.272727273,A3,NCM,TRIAL4,A
4,NA,2???,38,Baseline,2,A3_NCM_TRIAL4_A,1.515151515,A3,NCM,TRIAL4,A
4,NA,2???,39,Baseline,1,A3_NCM_TRIAL4_A,2.272727273,A3,NCM,TRIAL4,A
4,NA,2???,40,Baseline,0,A3_NCM_TRIAL4_A,2.272727273,A3,NCM,TRIAL4,A
4,NA,3???,41,Baseline,0,A3_NCM_TRIAL4_A,2.352941176,A3,NCM,TRIAL4,A
4,NA,3???,42,Baseline,0,A3_NCM_TRIAL4_A,2.941176471,A3,NCM,TRIAL4,A
4,NA,3???,43,Baseline,1,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,44,Baseline,1,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,45,Baseline,1,A3_NCM_TRIAL4_A,2.352941176,A3,NCM,TRIAL4,A
4,NA,3???,46,Baseline,1,A3_NCM_TRIAL4_A,1.764705882,A3,NCM,TRIAL4,A
4,NA,3???,47,Baseline,1,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,48,Baseline,0,A3_NCM_TRIAL4_A,1.176470588,A3,NCM,TRIAL4,A
4,NA,3???,49,Baseline,0,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,50,Baseline,2,A3_NCM_TRIAL4_A,1.176470588,A3,NCM,TRIAL4,A
4,NA,3???,51,Baseline,0,A3_NCM_TRIAL4_A,2.352941176,A3,NCM,TRIAL4,A
4,NA,3???,52,Baseline,0,A3_NCM_TRIAL4_A,1.176470588,A3,NCM,TRIAL4,A
4,NA,3???,53,Baseline,1,A3_NCM_TRIAL4_A,1.764705882,A3,NCM,TRIAL4,A
4,NA,3???,54,Baseline,1,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,55,Baseline,0,A3_NCM_TRIAL4_A,2.941176471,A3,NCM,TRIAL4,A
4,NA,3???,56,Baseline,0,A3_NCM_TRIAL4_A,1.176470588,A3,NCM,TRIAL4,A
4,NA,3???,57,Baseline,1,A3_NCM_TRIAL4_A,0.588235294,A3,NCM,TRIAL4,A
4,NA,3???,58,Baseline,2,A3_NCM_TRIAL4_A,2.352941176,A3,NCM,TRIAL4,A
4,NA,3???,59,Baseline,0,A3_NCM_TRIAL4_A,2.352941176,A3,NCM,TRIAL4,A
4,NA,3???,60,Baseline,0,A3_NCM_TRIAL4_A,1.176470588,A3,NCM,TRIAL4,A
4,NA,4???,61,Baseline,0,A3_NCM_TRIAL4_A,2.23880597,A3,NCM,TRIAL4,A
4,NA,4???,62,Baseline,1,A3_NCM_TRIAL4_A,2.985074627,A3,NCM,TRIAL4,A
4,NA,4???,63,Baseline,0,A3_NCM_TRIAL4_A,1.492537313,A3,NCM,TRIAL4,A
4,NA,4???,64,Baseline,0,A3_NCM_TRIAL4_A,1.492537313,A3,NCM,TRIAL4,A
4,NA,4???,65,Baseline,0,A3_NCM_TRIAL4_A,1.492537313,A3,NCM,TRIAL4,A
4,NA,4???,66,Baseline,0,A3_NCM_TRIAL4_A,3.731343284,A3,NCM,TRIAL4,A
4,NA,4???,67,Baseline,1,A3_NCM_TRIAL4_A,4.47761194,A3,NCM,TRIAL4,A
4,NA,4???,68,Baseline,0,A3_NCM_TRIAL4_A,2.985074627,A3,NCM,TRIAL4,A
4,NA,4???,69,Baseline,0,A3_NCM_TRIAL4_A,1.492537313,A3,NCM,TRIAL4,A
4,NA,4???,70,Baseline,1,A3_NCM_TRIAL4_A,3.731343284,A3,NCM,TRIAL4,A
4,NA,4???,71,Baseline,1,A3_NCM_TRIAL4_A,5.970149254,A3,NCM,TRIAL4,A
4,NA,4???,72,Baseline,2,A3_NCM_TRIAL4_A,0.746268657,A3,NCM,TRIAL4,A
4,NA,4???,73,Baseline,0,A3_NCM_TRIAL4_A,4.47761194,A3,NCM,TRIAL4,A
4,NA,4???,74,Baseline,2,A3_NCM_TRIAL4_A,4.47761194,A3,NCM,TRIAL4,A
4,NA,4???,75,Baseline,1,A3_NCM_TRIAL4_A,2.23880597,A3,NCM,TRIAL4,A
4,NA,4???,76,Baseline,2,A3_NCM_TRIAL4_A,1.492537313,A3,NCM,TRIAL4,A
4,NA,4???,77,Baseline,0,A3_NCM_TRIAL4_A,3.731343284,A3,NCM,TRIAL4,A
4,NA,4???,78,Baseline,1,A3_NCM_TRIAL4_A,4.47761194,A3,NCM,TRIAL4,A
4,NA,5???,79,Baseline,1,A3_NCM_TRIAL4_A,2.43902439,A3,NCM,TRIAL4,A
4,NA,5???,80,Baseline,4,A3_NCM_TRIAL4_A,2.43902439,A3,NCM,TRIAL4,A
4,NA,5???,81,Baseline,0,A3_NCM_TRIAL4_A,3.832752613,A3,NCM,TRIAL4,A
4,NA,5???,82,Baseline,0,A3_NCM_TRIAL4_A,2.090592334,A3,NCM,TRIAL4,A
4,NA,5???,83,Baseline,2,A3_NCM_TRIAL4_A,3.135888502,A3,NCM,TRIAL4,A
4,NA,5???,84,Baseline,1,A3_NCM_TRIAL4_A,2.090592334,A3,NCM,TRIAL4,A
4,NA,5???,85,Baseline,1,A3_NCM_TRIAL4_A,2.787456446,A3,NCM,TRIAL4,A
4,NA,5???,86,Baseline,4,A3_NCM_TRIAL4_A,3.484320557,A3,NCM,TRIAL4,A
4,NA,5???,87,Baseline,2,A3_NCM_TRIAL4_A,3.484320557,A3,NCM,TRIAL4,A
4,NA,5???,88,Baseline,1,A3_NCM_TRIAL4_A,1.045296167,A3,NCM,TRIAL4,A
4,NA,5???,89,Baseline,0,A3_NCM_TRIAL4_A,3.832752613,A3,NCM,TRIAL4,A
4,NA,5???,90,Baseline,1,A3_NCM_TRIAL4_A,3.484320557,A3,NCM,TRIAL4,A
4,NA,5???,91,Baseline,1,A3_NCM_TRIAL4_A,3.484320557,A3,NCM,TRIAL4,A
4,NA,5???,92,Baseline,0,A3_NCM_TRIAL4_A,2.43902439,A3,NCM,TRIAL4,A
4,NA,5???,93,Baseline,0,A3_NCM_TRIAL4_A,3.484320557,A3,NCM,TRIAL4,A
4,NA,5???,94,Baseline,0,A3_NCM_TRIAL4_A,1.393728223,A3,NCM,TRIAL4,A
4,NA,5???,95,Baseline,1,A3_NCM_TRIAL4_A,3.135888502,A3,NCM,TRIAL4,A
4,NA,5???,96,Baseline,1,A3_NCM_TRIAL4_A,3.135888502,A3,NCM,TRIAL4,A
4,NA,5???,97,Baseline,0,A3_NCM_TRIAL4_A,2.43902439,A3,NCM,TRIAL4,A
4,NA,5???,98,Baseline,0,A3_NCM_TRIAL4_A,2.787456446,A3,NCM,TRIAL4,A
1,NA,1???,1,Baseline,2,A4_FL_TRIAL1_A,7.534246575,A4,FL,TRIAL1,A
1,NA,1???,2,Baseline,5,A4_FL_TRIAL1_A,8.904109589,A4,FL,TRIAL1,A
1,NA,1???,3,Baseline,4,A4_FL_TRIAL1_A,7.534246575,A4,FL,TRIAL1,A
1,NA,1???,4,Baseline,2,A4_FL_TRIAL1_A,6.164383562,A4,FL,TRIAL1,A
1,NA,1???,5,Baseline,1,A4_FL_TRIAL1_A,6.164383562,A4,FL,TRIAL1,A
1,NA,1???,6,Baseline,0,A4_FL_TRIAL1_A,8.219178082,A4,FL,TRIAL1,A
1,NA,1???,7,Baseline,4,A4_FL_TRIAL1_A,4.794520548,A4,FL,TRIAL1,A
1,NA,1???,8,Baseline,1,A4_FL_TRIAL1_A,5.479452055,A4,FL,TRIAL1,A
1,NA,1???,9,Baseline,0,A4_FL_TRIAL1_A,2.054794521,A4,FL,TRIAL1,A
1,NA,1???,10,Baseline,0,A4_FL_TRIAL1_A,1.369863014,A4,FL,TRIAL1,A
1,NA,1???,11,Baseline,0,A4_FL_TRIAL1_A,2.054794521,A4,FL,TRIAL1,A
1,NA,1???,12,Baseline,0,A4_FL_TRIAL1_A,2.739726027,A4,FL,TRIAL1,A
1,NA,1???,13,Baseline,2,A4_FL_TRIAL1_A,1.369863014,A4,FL,TRIAL1,A
1,NA,1???,14,Baseline,0,A4_FL_TRIAL1_A,1.369863014,A4,FL,TRIAL1,A
1,NA,1???,15,Baseline,0,A4_FL_TRIAL1_A,3.424657534,A4,FL,TRIAL1,A
1,NA,1???,16,Baseline,0,A4_FL_TRIAL1_A,1.369863014,A4,FL,TRIAL1,A
1,NA,1???,17,Baseline,2,A4_FL_TRIAL1_A,3.424657534,A4,FL,TRIAL1,A
1,NA,1???,18,Baseline,0,A4_FL_TRIAL1_A,1.369863014,A4,FL,TRIAL1,A
1,NA,1???,19,Baseline,0,A4_FL_TRIAL1_A,2.739726027,A4,FL,TRIAL1,A
1,NA,2???,20,Baseline,3,A4_FL_TRIAL1_A,5.97826087,A4,FL,TRIAL1,A
1,NA,2???,21,Baseline,4,A4_FL_TRIAL1_A,5.97826087,A4,FL,TRIAL1,A
1,NA,2???,22,Baseline,3,A4_FL_TRIAL1_A,5.97826087,A4,FL,TRIAL1,A
1,NA,2???,23,Baseline,2,A4_FL_TRIAL1_A,3.804347826,A4,FL,TRIAL1,A
1,NA,2???,24,Baseline,2,A4_FL_TRIAL1_A,1.086956522,A4,FL,TRIAL1,A
1,NA,2???,25,Baseline,0,A4_FL_TRIAL1_A,2.717391304,A4,FL,TRIAL1,A
1,NA,2???,26,Baseline,5,A4_FL_TRIAL1_A,4.347826087,A4,FL,TRIAL1,A
1,NA,2???,27,Baseline,2,A4_FL_TRIAL1_A,2.717391304,A4,FL,TRIAL1,A
1,NA,2???,28,Baseline,0,A4_FL_TRIAL1_A,3.804347826,A4,FL,TRIAL1,A
1,NA,2???,29,Baseline,0,A4_FL_TRIAL1_A,2.173913043,A4,FL,TRIAL1,A
1,NA,2???,30,Baseline,0,A4_FL_TRIAL1_A,1.086956522,A4,FL,TRIAL1,A
1,NA,2???,31,Baseline,1,A4_FL_TRIAL1_A,1.630434783,A4,FL,TRIAL1,A
1,NA,2???,32,Baseline,0,A4_FL_TRIAL1_A,1.630434783,A4,FL,TRIAL1,A
1,NA,2???,33,Baseline,0,A4_FL_TRIAL1_A,1.086956522,A4,FL,TRIAL1,A
1,NA,2???,34,Baseline,0,A4_FL_TRIAL1_A,1.630434783,A4,FL,TRIAL1,A
1,NA,2???,35,Baseline,1,A4_FL_TRIAL1_A,1.630434783,A4,FL,TRIAL1,A
1,NA,2???,36,Baseline,0,A4_FL_TRIAL1_A,1.086956522,A4,FL,TRIAL1,A
1,NA,2???,37,Baseline,0,A4_FL_TRIAL1_A,0.543478261,A4,FL,TRIAL1,A
1,NA,2???,38,Baseline,1,A4_FL_TRIAL1_A,2.717391304,A4,FL,TRIAL1,A
1,NA,3???,39,Baseline,4,A4_FL_TRIAL1_A,5.882352941,A4,FL,TRIAL1,A
1,NA,3???,40,Baseline,6,A4_FL_TRIAL1_A,5.882352941,A4,FL,TRIAL1,A
1,NA,3???,41,Baseline,3,A4_FL_TRIAL1_A,4.705882353,A4,FL,TRIAL1,A
1,NA,3???,42,Baseline,2,A4_FL_TRIAL1_A,4.705882353,A4,FL,TRIAL1,A
1,NA,3???,43,Baseline,2,A4_FL_TRIAL1_A,2.352941176,A4,FL,TRIAL1,A
1,NA,3???,44,Baseline,3,A4_FL_TRIAL1_A,2.352941176,A4,FL,TRIAL1,A
1,NA,3???,45,Baseline,0,A4_FL_TRIAL1_A,0.588235294,A4,FL,TRIAL1,A
1,NA,3???,46,Baseline,1,A4_FL_TRIAL1_A,0,A4,FL,TRIAL1,A
1,NA,3???,47,Baseline,1,A4_FL_TRIAL1_A,1.176470588,A4,FL,TRIAL1,A
1,NA,3???,48,Baseline,0,A4_FL_TRIAL1_A,1.764705882,A4,FL,TRIAL1,A
1,NA,3???,49,Baseline,0,A4_FL_TRIAL1_A,0.588235294,A4,FL,TRIAL1,A
1,NA,3???,50,Baseline,0,A4_FL_TRIAL1_A,3.529411765,A4,FL,TRIAL1,A
1,NA,3???,51,Baseline,0,A4_FL_TRIAL1_A,1.764705882,A4,FL,TRIAL1,A
1,NA,3???,52,Baseline,0,A4_FL_TRIAL1_A,1.176470588,A4,FL,TRIAL1,A
1,NA,3???,53,Baseline,1,A4_FL_TRIAL1_A,1.176470588,A4,FL,TRIAL1,A
1,NA,3???,54,Baseline,1,A4_FL_TRIAL1_A,1.764705882,A4,FL,TRIAL1,A
1,NA,3???,55,Baseline,0,A4_FL_TRIAL1_A,0.588235294,A4,FL,TRIAL1,A
1,NA,3???,56,Baseline,0,A4_FL_TRIAL1_A,2.352941176,A4,FL,TRIAL1,A
1,NA,4???,57,Baseline,3,A4_FL_TRIAL1_A,15.07537688,A4,FL,TRIAL1,A
1,NA,4???,58,Baseline,2,A4_FL_TRIAL1_A,10.55276382,A4,FL,TRIAL1,A
1,NA,4???,59,Baseline,0,A4_FL_TRIAL1_A,11.05527638,A4,FL,TRIAL1,A
1,NA,4???,60,Baseline,0,A4_FL_TRIAL1_A,6.030150754,A4,FL,TRIAL1,A
1,NA,4???,61,Baseline,2,A4_FL_TRIAL1_A,4.522613065,A4,FL,TRIAL1,A
1,NA,4???,62,Baseline,1,A4_FL_TRIAL1_A,6.030150754,A4,FL,TRIAL1,A
1,NA,4???,63,Baseline,2,A4_FL_TRIAL1_A,4.522613065,A4,FL,TRIAL1,A
1,NA,4???,64,Baseline,0,A4_FL_TRIAL1_A,5.025125628,A4,FL,TRIAL1,A
1,NA,4???,65,Baseline,1,A4_FL_TRIAL1_A,2.512562814,A4,FL,TRIAL1,A
1,NA,4???,66,Baseline,1,A4_FL_TRIAL1_A,1.005025126,A4,FL,TRIAL1,A
1,NA,4???,67,Baseline,0,A4_FL_TRIAL1_A,1.005025126,A4,FL,TRIAL1,A
1,NA,4???,68,Baseline,1,A4_FL_TRIAL1_A,4.020100503,A4,FL,TRIAL1,A
1,NA,4???,69,Baseline,0,A4_FL_TRIAL1_A,1.507537688,A4,FL,TRIAL1,A
1,NA,4???,70,Baseline,0,A4_FL_TRIAL1_A,1.507537688,A4,FL,TRIAL1,A
1,NA,4???,71,Baseline,1,A4_FL_TRIAL1_A,2.512562814,A4,FL,TRIAL1,A
1,NA,4???,72,Baseline,0,A4_FL_TRIAL1_A,2.010050251,A4,FL,TRIAL1,A
1,NA,4???,73,Baseline,1,A4_FL_TRIAL1_A,0.502512563,A4,FL,TRIAL1,A
1,NA,4???,74,Baseline,0,A4_FL_TRIAL1_A,1.507537688,A4,FL,TRIAL1,A
1,NA,4???,75,Baseline,0,A4_FL_TRIAL1_A,3.015075377,A4,FL,TRIAL1,A
1,NA,5???,76,Baseline,2,A4_FL_TRIAL1_A,12.54355401,A4,FL,TRIAL1,A
1,NA,5???,77,Baseline,5,A4_FL_TRIAL1_A,9.407665505,A4,FL,TRIAL1,A
1,NA,5???,78,Baseline,1,A4_FL_TRIAL1_A,5.226480836,A4,FL,TRIAL1,A
1,NA,5???,79,Baseline,4,A4_FL_TRIAL1_A,3.832752613,A4,FL,TRIAL1,A
1,NA,5???,80,Baseline,1,A4_FL_TRIAL1_A,3.832752613,A4,FL,TRIAL1,A
1,NA,5???,81,Baseline,4,A4_FL_TRIAL1_A,4.87804878,A4,FL,TRIAL1,A
1,NA,5???,82,Baseline,4,A4_FL_TRIAL1_A,4.529616725,A4,FL,TRIAL1,A
1,NA,5???,83,Baseline,1,A4_FL_TRIAL1_A,6.968641115,A4,FL,TRIAL1,A
1,NA,5???,84,Baseline,0,A4_FL_TRIAL1_A,3.135888502,A4,FL,TRIAL1,A
1,NA,5???,85,Baseline,1,A4_FL_TRIAL1_A,2.787456446,A4,FL,TRIAL1,A
1,NA,5???,86,Baseline,0,A4_FL_TRIAL1_A,2.43902439,A4,FL,TRIAL1,A
1,NA,5???,87,Baseline,1,A4_FL_TRIAL1_A,1.393728223,A4,FL,TRIAL1,A
1,NA,5???,88,Baseline,0,A4_FL_TRIAL1_A,3.484320557,A4,FL,TRIAL1,A
1,NA,5???,89,Baseline,0,A4_FL_TRIAL1_A,1.393728223,A4,FL,TRIAL1,A
1,NA,5???,90,Baseline,0,A4_FL_TRIAL1_A,0.696864111,A4,FL,TRIAL1,A
1,NA,5???,91,Baseline,1,A4_FL_TRIAL1_A,1.393728223,A4,FL,TRIAL1,A
1,NA,5???,92,Baseline,1,A4_FL_TRIAL1_A,2.090592334,A4,FL,TRIAL1,A
1,NA,5???,93,Baseline,0,A4_FL_TRIAL1_A,0.696864111,A4,FL,TRIAL1,A
3,NA,1???,1,Baseline,2,A4_FL_TRIAL3_A,9.589041096,A4,FL,TRIAL3,A
3,NA,1???,2,Baseline,3,A4_FL_TRIAL3_A,5.479452055,A4,FL,TRIAL3,A
3,NA,1???,3,Baseline,3,A4_FL_TRIAL3_A,7.534246575,A4,FL,TRIAL3,A
3,NA,1???,4,Baseline,1,A4_FL_TRIAL3_A,6.849315068,A4,FL,TRIAL3,A
3,NA,1???,5,Baseline,4,A4_FL_TRIAL3_A,8.219178082,A4,FL,TRIAL3,A
3,NA,1???,6,Baseline,3,A4_FL_TRIAL3_A,7.534246575,A4,FL,TRIAL3,A
3,NA,1???,7,Baseline,2,A4_FL_TRIAL3_A,5.479452055,A4,FL,TRIAL3,A
3,NA,1???,8,Baseline,6,A4_FL_TRIAL3_A,11.64383562,A4,FL,TRIAL3,A
3,NA,1???,9,Baseline,1,A4_FL_TRIAL3_A,9.589041096,A4,FL,TRIAL3,A
3,NA,1???,10,Baseline,4,A4_FL_TRIAL3_A,13.01369863,A4,FL,TRIAL3,A
3,NA,1???,11,Baseline,6,A4_FL_TRIAL3_A,17.80821918,A4,FL,TRIAL3,A
3,NA,1???,12,Baseline,6,A4_FL_TRIAL3_A,12.32876712,A4,FL,TRIAL3,A
3,NA,1???,13,Baseline,0,A4_FL_TRIAL3_A,4.794520548,A4,FL,TRIAL3,A
3,NA,1???,14,Baseline,1,A4_FL_TRIAL3_A,6.849315068,A4,FL,TRIAL3,A
3,NA,1???,15,Baseline,0,A4_FL_TRIAL3_A,9.589041096,A4,FL,TRIAL3,A
3,NA,1???,16,Baseline,3,A4_FL_TRIAL3_A,8.219178082,A4,FL,TRIAL3,A
3,NA,1???,17,Baseline,0,A4_FL_TRIAL3_A,2.739726027,A4,FL,TRIAL3,A
3,NA,1???,18,Baseline,2,A4_FL_TRIAL3_A,11.64383562,A4,FL,TRIAL3,A
3,NA,1???,19,Baseline,0,A4_FL_TRIAL3_A,11.64383562,A4,FL,TRIAL3,A
3,NA,2???,20,Baseline,3,A4_FL_TRIAL3_A,6.52173913,A4,FL,TRIAL3,A
3,NA,2???,21,Baseline,1,A4_FL_TRIAL3_A,4.891304348,A4,FL,TRIAL3,A
3,NA,2???,22,Baseline,1,A4_FL_TRIAL3_A,5.434782609,A4,FL,TRIAL3,A
3,NA,2???,23,Baseline,6,A4_FL_TRIAL3_A,8.152173913,A4,FL,TRIAL3,A
3,NA,2???,24,Baseline,4,A4_FL_TRIAL3_A,5.434782609,A4,FL,TRIAL3,A
3,NA,2???,25,Baseline,6,A4_FL_TRIAL3_A,6.52173913,A4,FL,TRIAL3,A
3,NA,2???,26,Baseline,3,A4_FL_TRIAL3_A,7.608695652,A4,FL,TRIAL3,A
3,NA,2???,27,Baseline,1,A4_FL_TRIAL3_A,6.52173913,A4,FL,TRIAL3,A
3,NA,2???,28,Baseline,0,A4_FL_TRIAL3_A,5.97826087,A4,FL,TRIAL3,A
3,NA,2???,29,Baseline,7,A4_FL_TRIAL3_A,10.32608696,A4,FL,TRIAL3,A
3,NA,2???,30,Baseline,3,A4_FL_TRIAL3_A,7.608695652,A4,FL,TRIAL3,A
3,NA,2???,31,Baseline,6,A4_FL_TRIAL3_A,9.239130435,A4,FL,TRIAL3,A
3,NA,2???,32,Baseline,5,A4_FL_TRIAL3_A,11.95652174,A4,FL,TRIAL3,A
3,NA,2???,33,Baseline,0,A4_FL_TRIAL3_A,1.086956522,A4,FL,TRIAL3,A
3,NA,2???,34,Baseline,2,A4_FL_TRIAL3_A,5.434782609,A4,FL,TRIAL3,A
3,NA,2???,35,Baseline,2,A4_FL_TRIAL3_A,12.5,A4,FL,TRIAL3,A
3,NA,2???,36,Baseline,4,A4_FL_TRIAL3_A,6.52173913,A4,FL,TRIAL3,A
3,NA,2???,37,Baseline,0,A4_FL_TRIAL3_A,4.347826087,A4,FL,TRIAL3,A
3,NA,2???,38,Baseline,1,A4_FL_TRIAL3_A,3.804347826,A4,FL,TRIAL3,A
3,NA,2???,39,Baseline,4,A4_FL_TRIAL3_A,8.695652174,A4,FL,TRIAL3,A
3,NA,3???,40,Baseline,0,A4_FL_TRIAL3_A,6.470588235,A4,FL,TRIAL3,A
3,NA,3???,41,Baseline,2,A4_FL_TRIAL3_A,6.470588235,A4,FL,TRIAL3,A
3,NA,3???,42,Baseline,1,A4_FL_TRIAL3_A,7.058823529,A4,FL,TRIAL3,A
3,NA,3???,43,Baseline,2,A4_FL_TRIAL3_A,5.294117647,A4,FL,TRIAL3,A
3,NA,3???,44,Baseline,7,A4_FL_TRIAL3_A,5.294117647,A4,FL,TRIAL3,A
3,NA,3???,45,Baseline,0,A4_FL_TRIAL3_A,6.470588235,A4,FL,TRIAL3,A
3,NA,3???,46,Baseline,4,A4_FL_TRIAL3_A,9.411764706,A4,FL,TRIAL3,A
3,NA,3???,47,Baseline,3,A4_FL_TRIAL3_A,5.882352941,A4,FL,TRIAL3,A
3,NA,3???,48,Baseline,1,A4_FL_TRIAL3_A,9.411764706,A4,FL,TRIAL3,A
3,NA,3???,49,Baseline,4,A4_FL_TRIAL3_A,12.94117647,A4,FL,TRIAL3,A
3,NA,3???,50,Baseline,4,A4_FL_TRIAL3_A,15.88235294,A4,FL,TRIAL3,A
3,NA,3???,51,Baseline,2,A4_FL_TRIAL3_A,4.705882353,A4,FL,TRIAL3,A
3,NA,3???,52,Baseline,1,A4_FL_TRIAL3_A,8.235294118,A4,FL,TRIAL3,A
3,NA,3???,53,Baseline,3,A4_FL_TRIAL3_A,5.294117647,A4,FL,TRIAL3,A
3,NA,3???,54,Baseline,2,A4_FL_TRIAL3_A,7.647058824,A4,FL,TRIAL3,A
3,NA,3???,55,Baseline,1,A4_FL_TRIAL3_A,3.529411765,A4,FL,TRIAL3,A
3,NA,4???,56,Baseline,1,A4_FL_TRIAL3_A,4.020100503,A4,FL,TRIAL3,A
3,NA,4???,57,Baseline,1,A4_FL_TRIAL3_A,9.547738693,A4,FL,TRIAL3,A
3,NA,4???,58,Baseline,4,A4_FL_TRIAL3_A,7.035175879,A4,FL,TRIAL3,A
3,NA,4???,59,Baseline,4,A4_FL_TRIAL3_A,7.035175879,A4,FL,TRIAL3,A
3,NA,4???,60,Baseline,8,A4_FL_TRIAL3_A,8.542713568,A4,FL,TRIAL3,A
3,NA,4???,61,Baseline,3,A4_FL_TRIAL3_A,5.527638191,A4,FL,TRIAL3,A
3,NA,4???,62,Baseline,1,A4_FL_TRIAL3_A,5.025125628,A4,FL,TRIAL3,A
3,NA,4???,63,Baseline,5,A4_FL_TRIAL3_A,5.527638191,A4,FL,TRIAL3,A
3,NA,4???,64,Baseline,2,A4_FL_TRIAL3_A,6.030150754,A4,FL,TRIAL3,A
3,NA,4???,65,Baseline,2,A4_FL_TRIAL3_A,10.05025126,A4,FL,TRIAL3,A
3,NA,4???,66,Baseline,3,A4_FL_TRIAL3_A,9.045226131,A4,FL,TRIAL3,A
3,NA,4???,67,Baseline,4,A4_FL_TRIAL3_A,10.05025126,A4,FL,TRIAL3,A
3,NA,4???,68,Baseline,5,A4_FL_TRIAL3_A,9.547738693,A4,FL,TRIAL3,A
3,NA,4???,69,Baseline,1,A4_FL_TRIAL3_A,9.547738693,A4,FL,TRIAL3,A
3,NA,4???,70,Baseline,1,A4_FL_TRIAL3_A,4.522613065,A4,FL,TRIAL3,A
3,NA,4???,71,Baseline,1,A4_FL_TRIAL3_A,4.522613065,A4,FL,TRIAL3,A
3,NA,4???,72,Baseline,1,A4_FL_TRIAL3_A,7.035175879,A4,FL,TRIAL3,A
3,NA,5???,73,Baseline,4,A4_FL_TRIAL3_A,6.968641115,A4,FL,TRIAL3,A
3,NA,5???,74,Baseline,4,A4_FL_TRIAL3_A,5.574912892,A4,FL,TRIAL3,A
3,NA,5???,75,Baseline,0,A4_FL_TRIAL3_A,6.271777003,A4,FL,TRIAL3,A
3,NA,5???,76,Baseline,0,A4_FL_TRIAL3_A,6.271777003,A4,FL,TRIAL3,A
3,NA,5???,77,Baseline,0,A4_FL_TRIAL3_A,5.923344948,A4,FL,TRIAL3,A
3,NA,5???,78,Baseline,3,A4_FL_TRIAL3_A,6.968641115,A4,FL,TRIAL3,A
3,NA,5???,79,Baseline,1,A4_FL_TRIAL3_A,10.80139373,A4,FL,TRIAL3,A
3,NA,5???,80,Baseline,3,A4_FL_TRIAL3_A,12.19512195,A4,FL,TRIAL3,A
3,NA,5???,81,Baseline,0,A4_FL_TRIAL3_A,13.24041812,A4,FL,TRIAL3,A
3,NA,5???,82,Baseline,4,A4_FL_TRIAL3_A,13.93728223,A4,FL,TRIAL3,A
3,NA,5???,83,Baseline,7,A4_FL_TRIAL3_A,6.620209059,A4,FL,TRIAL3,A
3,NA,5???,84,Baseline,1,A4_FL_TRIAL3_A,11.8466899,A4,FL,TRIAL3,A
3,NA,5???,85,Baseline,1,A4_FL_TRIAL3_A,5.574912892,A4,FL,TRIAL3,A
3,NA,5???,86,Baseline,6,A4_FL_TRIAL3_A,10.10452962,A4,FL,TRIAL3,A
3,NA,5???,87,Baseline,4,A4_FL_TRIAL3_A,9.756097561,A4,FL,TRIAL3,A
3,NA,5???,88,Baseline,2,A4_FL_TRIAL3_A,7.317073171,A4,FL,TRIAL3,A
3,NA,5???,89,Baseline,2,A4_FL_TRIAL3_A,4.87804878,A4,FL,TRIAL3,A
3,NA,5???,90,Baseline,2,A4_FL_TRIAL3_A,9.756097561,A4,FL,TRIAL3,A
3,NA,1???,1,Baseline,2,A4_FL_TRIAL3_B,3.424657534,A4,FL,TRIAL3,B
3,NA,1???,2,Baseline,0,A4_FL_TRIAL3_B,2.739726027,A4,FL,TRIAL3,B
3,NA,1???,3,Baseline,1,A4_FL_TRIAL3_B,3.424657534,A4,FL,TRIAL3,B
3,NA,1???,4,Baseline,0,A4_FL_TRIAL3_B,1.369863014,A4,FL,TRIAL3,B
3,NA,1???,5,Baseline,0,A4_FL_TRIAL3_B,4.794520548,A4,FL,TRIAL3,B
3,NA,1???,6,Baseline,3,A4_FL_TRIAL3_B,13.69863014,A4,FL,TRIAL3,B
3,NA,1???,7,Baseline,0,A4_FL_TRIAL3_B,3.424657534,A4,FL,TRIAL3,B
3,NA,1???,8,Baseline,0,A4_FL_TRIAL3_B,6.164383562,A4,FL,TRIAL3,B
3,NA,1???,9,Baseline,0,A4_FL_TRIAL3_B,4.109589041,A4,FL,TRIAL3,B
3,NA,1???,10,Baseline,0,A4_FL_TRIAL3_B,2.054794521,A4,FL,TRIAL3,B
3,NA,1???,11,Baseline,1,A4_FL_TRIAL3_B,3.424657534,A4,FL,TRIAL3,B
3,NA,1???,12,Baseline,1,A4_FL_TRIAL3_B,2.739726027,A4,FL,TRIAL3,B
3,NA,1???,13,Baseline,1,A4_FL_TRIAL3_B,4.109589041,A4,FL,TRIAL3,B
3,NA,1???,14,Baseline,0,A4_FL_TRIAL3_B,2.054794521,A4,FL,TRIAL3,B
