ID.x,Region,Trial,Letter,Stimulus,Unit2,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio
C4,FL,4,A,1,C4_FL_TRIAL4_A,C4,3.533333333,10.34666667,2.325838303,2.665618842,2.203288062,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.13,x,-0.938,0.31,0.000239985,NA,Good,N,N,inverted,0.5005,0.317714286,0.468857143,0.3005,0.117714286,0.268857143,0.075,0.000724715,Y,0.330490405
C4,FL,4,A,2,C4_FL_TRIAL4_A,C4,3,12.74418605,3.251373336,3.197387484,2.353004811,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.13,x,-0.938,0.31,0.000239985,NA,Good,N,N,inverted,0.661071429,0.371285714,0.641357143,0.461071429,0.171285714,0.441357143,0.08,6.10E-05,Y,0.330490405
C4,FL,4,A,3,C4_FL_TRIAL4_A,C4,2.8,9.176470588,1.521277659,3.49987642,1.814543908,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.13,x,-0.938,0.31,0.000239985,NA,Good,N,N,inverted,0.460357143,0.558642857,0.536,0.260357143,0.358642857,0.336,0.02,6.10E-05,Y,0.330490405
C4,FL,4,A,4,C4_FL_TRIAL4_A,C4,1.733333333,15.28888889,1.624221425,4.403942437,2.914198531,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.13,x,-0.938,0.31,0.000239985,NA,Good,N,N,inverted,0.635857143,0.374428571,0.6585,0.435857143,0.174428571,0.4585,0.095,0.000722919,Y,0.330490405
C4,FL,4,A,5,C4_FL_TRIAL4_A,C4,2.333333333,13.83908046,1.759328876,1.616684427,5.268108353,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.13,x,-0.938,0.31,0.000239985,NA,Good,N,N,inverted,0.612357143,0.4045,0.608714286,0.412357143,0.2045,0.408714286,0.02,0.000724715,Y,0.330490405
C4,FL,5,A,1,C4_FL_TRIAL5_A,C4,3,9.28,1.647508942,1.68489084,3.266044162,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,-0.4775,0.054,0.0005999,NA,Good,N,N,Inverted,0.348230769,0.215153846,0.321230769,0.148230769,0.015153846,0.121230769,0.095,0.000724715,Y,0.113089005
C4,FL,5,A,2,C4_FL_TRIAL5_A,C4,3.6,7.906976744,1.764733893,1.601590803,1.972196205,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,-0.4775,0.054,0.0005999,NA,Good,N,N,Inverted,0.305769231,0.348846154,0.354230769,0.105769231,0.148846154,0.154230769,0.06,0.000889762,Y,0.113089005
C4,FL,5,A,3,C4_FL_TRIAL5_A,C4,2.785714286,6.974789916,1.42389344,2.22332043,1.741292292,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,-0.4775,0.054,0.0005999,NA,Good,N,N,Inverted,0.246692308,0.383615385,0.283153846,0.046692308,0.183615385,0.083153846,0.055,0.00109394,Y,0.113089005
C4,FL,5,A,4,C4_FL_TRIAL5_A,C4,4.466666667,10.66666667,2.642149197,3.055050464,2.000247804,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,-0.4775,0.054,0.0005999,NA,Good,N,N,Inverted,0.310923077,0.216692308,0.276153846,0.110923077,0.016692308,0.076153846,0.065,0.000724715,Y,0.113089005
C4,FL,5,A,5,C4_FL_TRIAL5_A,C4,3.466666667,10.62068966,2.030716505,3.048779577,2.502937779,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,-0.4775,0.054,0.0005999,NA,Good,N,N,Inverted,0.402461538,0.340769231,0.385230769,0.202461538,0.140769231,0.185230769,0.045,0.000724715,Y,0.113089005
C4,FL,5,B,1,C4_FL_TRIAL5_B,C4,3.2,12.90666667,1.656157342,3.233632779,2.5359499,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,0.449,0.0164,0.001,NA,Duplicate,N,N,,0.723153846,0.298,0.681538462,0.523153846,0.098,0.481538462,0.055,0.00012207,Y,0.036525612
C4,FL,5,B,2,C4_FL_TRIAL5_B,C4,3.4,10.72868217,2.640346298,1.822423929,2.815411589,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,0.449,0.0164,0.001,NA,Duplicate,N,N,,0.520615385,0.529846154,0.564307692,0.320615385,0.329846154,0.364307692,0.04,0.00012207,Y,0.036525612
C4,FL,5,B,3,C4_FL_TRIAL5_B,C4,3.928571429,8.739495798,2.268997939,3.042220366,1.268537072,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,0.449,0.0164,0.001,NA,Duplicate,N,N,,0.291153846,0.339153846,0.362307692,0.091153846,0.139153846,0.162307692,0.02,0.000610352,Y,0.036525612
C4,FL,5,B,4,C4_FL_TRIAL5_B,C4,4.266666667,13.37777778,2.120197655,3.007574213,2.841336273,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,0.449,0.0164,0.001,NA,Duplicate,N,N,,0.559307692,0.317,0.509230769,0.359307692,0.117,0.309230769,0.06,0.000722919,Y,0.036525612
C4,FL,5,B,5,C4_FL_TRIAL5_B,C4,2.733333333,11.12643678,1.709915063,2.682023614,2.593407022,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,x,0.449,0.0164,0.001,NA,Duplicate,N,N,,0.631076923,0.597461538,0.623692308,0.431076923,0.397461538,0.423692308,0.035,0.000721126,Y,0.036525612
C4,FL,6,A,1,C4_FL_TRIAL6_A,C4,0.384615385,3.507692308,0.506369684,1.415663295,2.570306748,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.23,ok,-0.689,0.121,0.000720211,NA,Good,N,N,Inverted,0.366083333,0.13575,0.292,0.166083333,-0.06425,0.092,0.14,0.001656248,Y,0.175616836
C4,FL,6,A,2,C4_FL_TRIAL6_A,C4,1.285714286,2.524916944,1.266647388,1.639004197,1.110750039,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.23,ok,-0.689,0.121,0.000720211,NA,Good,N,N,Inverted,0.153333333,0.275,0.188083333,-0.046666667,0.075,-0.011916667,0.015,0.00640346,Y,0.175616836
C4,FL,6,A,3,C4_FL_TRIAL6_A,C4,0.733333333,2.274509804,0.961150105,1.349954077,1.004109295,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.23,ok,-0.689,0.121,0.000720211,NA,Good,N,N,Inverted,0.191833333,0.32375,0.243,-0.008166667,0.12375,0.043,0.025,0.004698172,Y,0.175616836
C4,FL,6,A,4,C4_FL_TRIAL6_A,C4,1.333333333,3.644444444,1.397276262,1.933278598,0.870004635,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.23,ok,-0.689,0.121,0.000720211,NA,Good,N,N,Inverted,0.274833333,0.193916667,0.28575,0.074833333,-0.006083333,0.08575,0.095,0.01453693,Y,0.175616836
C4,FL,6,A,5,C4_FL_TRIAL6_A,C4,1.6,3.126436782,1.352246808,1.561091957,0.949914444,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.23,ok,-0.689,0.121,0.000720211,NA,Good,N,N,Inverted,0.21325,0.195583333,0.20875,0.01325,-0.004416667,0.00875,0.27,0.005866157,Y,0.175616836
C4,FL,7,A,1,C4_FL_TRIAL7_A,C4,2.4,6.48,1.956673562,1.751407597,2.521054003,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,-0.516,0.0747,0.000540003,NA,Good,N,N,Inverted,0.520846154,0.335384615,0.484153846,0.320846154,0.135384615,0.284153846,0.39,0.000717549,Y,0.144767442
C4,FL,7,A,2,C4_FL_TRIAL7_A,C4,1.428571429,4.15282392,1.603567451,1.801057648,1.293023942,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,-0.516,0.0747,0.000540003,NA,Good,N,N,Inverted,0.366923077,0.439846154,0.393384615,0.166923077,0.239846154,0.193384615,NA,0.001687337,Y,0.144767442
C4,FL,7,A,3,C4_FL_TRIAL7_A,C4,2.266666667,4.196078431,2.016597795,2.14255504,0.740967457,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,-0.516,0.0747,0.000540003,NA,Good,N,N,Inverted,0.228846154,0.351846154,0.274846154,0.028846154,0.151846154,0.074846154,0.125,0.024838727,Y,0.144767442
C4,FL,7,A,4,C4_FL_TRIAL7_A,C4,2.733333333,6.755555555,2.051712409,1.981928941,1.839266996,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,-0.516,0.0747,0.000540003,NA,Good,N,N,Inverted,0.316384615,0.152076923,0.277230769,0.116384615,-0.047923077,0.077230769,0.1,0.000980117,Y,0.144767442
C4,FL,7,A,5,C4_FL_TRIAL7_A,C4,2.666666667,5.379310345,2.058663459,2.748750817,1.082599398,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,-0.516,0.0747,0.000540003,NA,Good,N,N,Inverted,0.289,0.260461538,0.277769231,0.089,0.060461538,0.077769231,0.04,0.002859971,Y,0.144767442
C4,FL,7,B,1,C4_FL_TRIAL7_B,C4,1,6.346666667,0.9258201,2.385032694,2.413124408,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,0.5016,0.04,0.000240046,NA,Duplicate,N,N,Trough before peak,0.409461538,0.243923077,0.345,0.209461538,0.043923077,0.145,0.01,0.000724715,Y,0.079744817
C4,FL,7,B,2,C4_FL_TRIAL7_B,C4,1.214285714,4.684385382,1.188313053,1.744739669,1.954730222,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,0.5016,0.04,0.000240046,NA,Duplicate,N,N,Trough before peak,0.278538462,0.319692308,0.309230769,0.078538462,0.119692308,0.109230769,0.025,0.001359195,Y,0.079744817
C4,FL,7,B,3,C4_FL_TRIAL7_B,C4,1.8,3.058823529,1.207121724,1.902206228,0.535447668,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,0.5016,0.04,0.000240046,NA,Duplicate,N,N,Trough before peak,0.425923077,0.467230769,0.484461538,0.225923077,0.267230769,0.284461538,0.035,0.181794921,N,0.079744817
C4,FL,7,B,4,C4_FL_TRIAL7_B,C4,1.733333333,5.777777778,1.667618776,1.684036471,2.601441431,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,0.5016,0.04,0.000240046,NA,Duplicate,N,N,Trough before peak,0.396076923,0.260076923,0.385538462,0.196076923,0.060076923,0.185538462,0.1,0.000719336,Y,0.079744817
C4,FL,7,B,5,C4_FL_TRIAL7_B,C4,1.666666667,4.735632184,1.397276262,1.784493666,1.406435769,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.28,x,0.5016,0.04,0.000240046,NA,Duplicate,N,N,Trough before peak,0.248153846,0.214076923,0.239076923,0.048153846,0.014076923,0.039076923,0.01,0.000889762,Y,0.079744817
C4,FL,8,A,1,C4_FL_TRIAL8_A,C4,2.214285714,4.342857143,1.368804724,1.4281318,0.877493018,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.38,ok,-0.4688,0.0677,0.0011,NA,Bad,N,N,Low S:N,0.302461538,0.355461538,0.329846154,0.102461538,0.155461538,0.129846154,0.33,0.016784084,Y,0.144411263
C4,FL,8,A,2,C4_FL_TRIAL8_A,C4,1.533333333,3.03875969,1.125462868,1.137487709,1.080152855,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.38,ok,-0.4688,0.0677,0.0011,NA,Bad,N,N,Low S:N,0.334538462,0.294076923,0.355615385,0.134538462,0.094076923,0.155615385,0.095,0.006945379,Y,0.144411263
C4,FL,8,A,3,C4_FL_TRIAL8_A,C4,1.666666667,3.215686275,1.496026483,1.570027387,0.764127973,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.38,ok,-0.4688,0.0677,0.0011,NA,Bad,N,N,Low S:N,0.308615385,0.319769231,0.242923077,0.108615385,0.119769231,0.042923077,0.11,0.015743346,Y,0.144411263
C4,FL,8,A,4,C4_FL_TRIAL8_A,C4,1.642857143,5.523809524,1.277445941,2.747848531,1.669205235,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.38,ok,-0.4688,0.0677,0.0011,NA,Bad,N,N,Low S:N,0.220307692,0.200769231,0.157,0.020307692,0.000769231,-0.043,0.045,0.001090835,Y,0.144411263
C4,FL,8,A,5,C4_FL_TRIAL8_A,C4,1.214285714,3.891625616,1.050902281,1.568162685,1.709580404,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.38,ok,-0.4688,0.0677,0.0011,NA,Bad,N,N,Low S:N,0.387846154,0.364692308,0.518384615,0.187846154,0.164692308,0.318384615,0.155,0.00109394,Y,0.144411263
C4,FL,9,A,1,C4_FL_TRIAL9_A,C4,6.428571429,23.08571429,5.570724103,2.936994053,2.638376825,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.43,x,-0.521,0.0849,0.000664,NA,Good,N,N,"Inverted, reclassified",0.720538462,0.51,0.635384615,0.520538462,0.31,0.435384615,0.14,0.00109394,Y,0.162955854
C4,FL,9,A,2,C4_FL_TRIAL9_A,C4,4.928571429,16.07973422,2.894671118,3.362495927,4.723615036,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.43,x,-0.521,0.0849,0.000664,NA,Good,N,N,"Inverted, reclassified",0.690538462,0.639,0.795846154,0.490538462,0.439,0.595846154,0.085,0.00109394,Y,0.162955854
C4,FL,9,A,3,C4_FL_TRIAL9_A,C4,6,15.46218487,2.908872369,3.274574962,2.351980055,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.43,x,-0.521,0.0849,0.000664,NA,Good,N,N,"Inverted, reclassified",0.313615385,0.472461538,0.355769231,0.113615385,0.272461538,0.155769231,0.085,0.00012207,Y,0.162955854
C4,FL,9,A,4,C4_FL_TRIAL9_A,C4,5.133333333,22.13333333,2.166849809,4.270236603,4.104572772,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.43,x,-0.521,0.0849,0.000664,NA,Good,N,N,"Inverted, reclassified",0.799615385,0.453538462,0.785769231,0.599615385,0.253538462,0.585769231,0.105,0.000722919,Y,0.162955854
C4,FL,9,A,5,C4_FL_TRIAL9_A,C4,6.214285714,17.33990148,3.806443352,5.536155528,1.602188439,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.43,x,-0.521,0.0849,0.000664,NA,Good,N,N,"Inverted, reclassified",0.588076923,0.409307692,0.635538462,0.388076923,0.209307692,0.435538462,0.165,0.000366211,Y,0.162955854
C4,NCM,5,A,1,C4_NCM_TRIAL5_A,C4,2.133333333,4.453333333,2.030716505,1.49564447,0.937545725,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.12,ok,0.3306,-0.1224,0.00126,NA,Good,N,N,Fat shape,0.428923077,0.256307692,0.349230769,0.228923077,0.056307692,0.149230769,0.06,0.005371094,Y,0.370235935
C4,NCM,5,A,2,C4_NCM_TRIAL5_A,C4,2.333333333,2.325581395,1.951800146,1.097854594,-0.003332392,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.12,ok,0.3306,-0.1224,0.00126,NA,Good,N,N,Fat shape,0.173769231,0.243846154,0.206230769,-0.026230769,0.043846154,0.006230769,0.065,0.932079615,N,0.370235935
C4,NCM,5,A,3,C4_NCM_TRIAL5_A,C4,1.071428571,1.344537815,0.82874193,1.163470514,0.225402708,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.12,ok,0.3306,-0.1224,0.00126,NA,Good,N,N,Fat shape,0.182153846,0.424153846,0.313692308,-0.017846154,0.224153846,0.113692308,0.045,0.50441094,N,0.370235935
C4,NCM,5,A,4,C4_NCM_TRIAL5_A,C4,1.466666667,4,1.302013093,1.81702705,1.107206197,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.12,ok,0.3306,-0.1224,0.00126,NA,Good,N,N,Fat shape,0.299,0.268,0.246,0.099,0.068,0.046,0.12,0.003424974,Y,0.370235935
C4,NCM,5,A,5,C4_NCM_TRIAL5_A,C4,1.066666667,4.551724138,1.387014608,1.581273115,1.947240011,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.12,ok,0.3306,-0.1224,0.00126,NA,Good,N,N,Fat shape,0.293230769,0.205230769,0.255384615,0.093230769,0.005230769,0.055384615,0.165,0.000721126,Y,0.370235935
C4,NCM,6,A,1,C4_NCM_TRIAL6_A,C4,1.769230769,4.215384615,1.300887271,1.537230277,1.248990707,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,-0.316,0.01396,0.00126,NA,Bad,N,N,Inverted and fat,0.49625,0.27825,0.363083333,0.29625,0.07825,0.163083333,0.055,0.003323737,Y,0.044177215
C4,NCM,6,A,2,C4_NCM_TRIAL6_A,C4,1.071428571,1.262458472,0.916874768,1.202244042,0.116804178,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,-0.316,0.01396,0.00126,NA,Bad,N,N,Inverted and fat,0.191666667,0.23675,0.302416667,-0.008333333,0.03675,0.102416667,0.055,0.94425068,N,0.044177215
C4,NCM,6,A,3,C4_NCM_TRIAL6_A,C4,0.933333333,0.470588235,1.099783528,0.455645099,-0.376884435,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,-0.316,0.01396,0.00126,NA,Bad,N,N,Inverted and fat,0.123166667,0.562916667,0.278666667,-0.076833333,0.362916667,0.078666667,NA,0.229958547,N,0.044177215
C4,NCM,6,A,4,C4_NCM_TRIAL6_A,C4,1.6,3.466666667,2.501428163,1.494965095,0.652162906,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,-0.316,0.01396,0.00126,NA,Bad,N,N,Inverted and fat,0.292333333,0.268166667,0.285,0.092333333,0.068166667,0.085,0.21,0.021355597,Y,0.044177215
C4,NCM,6,A,5,C4_NCM_TRIAL6_A,C4,1.2,4.183908046,1.014185106,1.757638413,1.328438615,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,-0.316,0.01396,0.00126,NA,Bad,N,N,Inverted and fat,0.405916667,0.242166667,0.388166667,0.205916667,0.042166667,0.188166667,0.12,0.001957268,Y,0.044177215
C4,NCM,6,B,1,C4_NCM_TRIAL6_B,C4,1.461538462,5.015384615,1.330124344,1.332820414,2.223347579,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,0.3413,-0.0738,3.00E-04,NA,Good,N,N,,0.33925,0.336916667,0.269416667,0.13925,0.136916667,0.069416667,0.055,0.001650813,Y,0.216232054
C4,NCM,6,B,2,C4_NCM_TRIAL6_B,C4,1.142857143,3.787375415,1.231455852,1.59936276,1.163797704,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,0.3413,-0.0738,3.00E-04,NA,Good,N,N,,0.176,0.231333333,0.22725,-0.024,0.031333333,0.02725,0.17,0.002571856,Y,0.216232054
C4,NCM,6,B,3,C4_NCM_TRIAL6_B,C4,1.2,1.254901961,1.567527626,0.765890055,0.035045118,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,0.3413,-0.0738,3.00E-04,NA,Good,N,N,,0.31675,0.733083333,0.408583333,0.11675,0.533083333,0.208583333,0.07,0.571512646,N,0.216232054
C4,NCM,6,B,4,C4_NCM_TRIAL6_B,C4,1.933333333,6.088888888,2.153623746,2.688797059,1.23870943,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,0.3413,-0.0738,3.00E-04,NA,Good,N,N,,0.38175,0.2105,0.302666667,0.18175,0.0105,0.102666667,0.235,0.00214884,Y,0.216232054
C4,NCM,6,B,5,C4_NCM_TRIAL6_B,C4,1.333333333,5.24137931,1.5430335,2.343088315,1.273631581,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.18,ok,0.3413,-0.0738,3.00E-04,NA,Good,N,N,,0.370333333,0.15975,0.409833333,0.170333333,-0.04025,0.209833333,0.175,0.001961396,Y,0.216232054
C4,NCM,7,A,1,C4_NCM_TRIAL7_A,C4,0.733333333,2.613333333,1.032795559,1.281665583,1.753365589,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,-0.33724,0,0.001321008,NA,Bad,N,N,Inverted with fat shape,0.4,0.270846154,0.254923077,0.2,0.070846154,0.054923077,0.05,0.000934424,Y,0
C4,NCM,7,A,2,C4_NCM_TRIAL7_A,C4,0.714285714,1.129568106,0.726273039,0.977583517,0.307238682,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,-0.33724,0,0.001321008,NA,Bad,N,N,Inverted with fat shape,0.168307692,0.218923077,0.232615385,-0.031692308,0.018923077,0.032615385,NA,0.488673694,N,0
C4,NCM,7,A,3,C4_NCM_TRIAL7_A,C4,0.733333333,0.62745098,0.798808637,0.565382414,-0.126245041,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,-0.33724,0,0.001321008,NA,Bad,N,N,Inverted with fat shape,0.160923077,0.321461538,0.287230769,-0.039076923,0.121461538,0.087230769,0.065,0.833584636,N,0
C4,NCM,7,A,4,C4_NCM_TRIAL7_A,C4,0.6,2.266666667,0.985610761,1.569551549,0.965902914,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,-0.33724,0,0.001321008,NA,Bad,N,N,Inverted with fat shape,0.245769231,0.182384615,0.205230769,0.045769231,-0.017615385,0.005230769,0.125,0.006274903,Y,0
C4,NCM,7,A,5,C4_NCM_TRIAL7_A,C4,0.733333333,2.252873563,1.032795559,1.366110899,0.821615079,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,-0.33724,0,0.001321008,NA,Bad,N,N,Inverted with fat shape,0.173923077,0.184923077,0.234,-0.026076923,-0.015076923,0.034,0.065,0.009686186,Y,0
C4,NCM,7,B,1,C4_NCM_TRIAL7_B,C4,2.333333333,9.253333333,1.345185418,4.448734437,1.566545624,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,0.37,-0.1276,3.00E-04,NA,Good,N,N,,0.344384615,0.183307692,0.269076923,0.144384615,-0.016692308,0.069076923,0.155,0.00109394,Y,0.344864865
C4,NCM,7,B,2,C4_NCM_TRIAL7_B,C4,2.285714286,4.651162791,1.815682598,3.314071178,0.626368246,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,0.37,-0.1276,3.00E-04,NA,Good,N,N,,0.207076923,0.301153846,0.216692308,0.007076923,0.101153846,0.016692308,0.25,0.067626953,N,0.344864865
C4,NCM,7,B,3,C4_NCM_TRIAL7_B,C4,2.333333333,4.549019608,2.581988897,3.255981732,0.77824029,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,0.37,-0.1276,3.00E-04,NA,Good,N,N,,0.242692308,0.446384615,0.297923077,0.042692308,0.246384615,0.097923077,0.21,0.0134686,Y,0.344864865
C4,NCM,7,B,4,C4_NCM_TRIAL7_B,C4,2.933333333,8.844444444,3.305118685,3.715831994,1.216048898,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,0.37,-0.1276,3.00E-04,NA,Good,N,N,,0.322615385,0.173,0.297076923,0.122615385,-0.027,0.097076923,0.16,0.000610352,Y,0.344864865
C4,NCM,7,B,5,C4_NCM_TRIAL7_B,C4,3.4,7.586206897,2.028370211,3.039851945,1.317217212,GY43GN194,1.45,ZEBI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.25,x,0.37,-0.1276,3.00E-04,NA,Good,N,N,,0.409,0.312769231,0.431846154,0.209,0.112769231,0.231846154,0.39,0.000427246,Y,0.344864865
C4,NCM,8,A,1,C4_NCM_TRIAL8_A,C4,2.857142857,6.085714286,2.282277636,2.236362824,1.050007575,BEFI1,2.5,BEFI,Unfamiliar,C,xfostered,26,3,8.3,10/28/21,15,R,1.35,ok,0.2288,-0.0119,0.0012,NA,Bad,N,N,Low S:N,0.353461538,0.205153846,0.331769231,0.153461538,0.005153846,0.131769231,0.25,0.005729983,Y,0.05201049
C4,NCM,8,A,2,C4_NCM_TRIAL8_A,C4,1.733333333,2.511627907,0.798808637,1.240586902,0.542449758,DB22P31,2.15,BEFI,FosterFather,C,xfostered,26,3,8.3,10/28/21,15,R,1.35,ok,0.2288,-0.0119,0.0012,NA,Bad,N,N,Low S:N,0.158153846,0.273230769,0.172846154,-0.041846154,0.073230769,-0.027153846,0.21,0.105162386,N,0.05201049
C4,NCM,8,A,3,C4_NCM_TRIAL8_A,C4,2.266666667,2.392156863,1.869555588,1.414330069,0.068188108,WN,1.7,WN,WN,C,xfostered,26,3,8.3,10/28/21,15,R,1.35,ok,0.2288,-0.0119,0.0012,NA,Bad,N,N,Low S:N,0.228230769,0.287307692,0.262307692,0.028230769,0.087307692,0.062307692,0.025,0.842398284,N,0.05201049
C4,NCM,8,A,4,C4_NCM_TRIAL8_A,C4,2.285714286,6.190476191,2.054210364,2.032699716,1.711421615,GN81GN82,1.5,ZEBI,Father,C,xfostered,26,3,8.3,10/28/21,15,R,1.35,ok,0.2288,-0.0119,0.0012,NA,Bad,N,N,Low S:N,0.341076923,0.363923077,0.308615385,0.141076923,0.163923077,0.108615385,0.105,0.001355471,Y,0.05201049
