"Unit2","Stimulus","ID.x","Region","Trial","Letter","StimSet","base_fr","stim_fr","basesd","stimsd","Z_score","stimID","Duration.s","FamUnfamSpecies","Species","FamUnfam","Clutch","Treatment","Age","DaysPostFledge","Mass","Date","No_reps","Hemisphere","Depth","ISI.check","Peak_V","Trough_V","Peak.to.Peak_s","Type","Quality","Exclude4PC","TroughBeforePeak","Notes","Accuracy.rcorr","Accuracy.count","Accuracy.cross_corr","normal_rcorr","normal_count","normal_cross_corr","Latency","p.value","sigYN","Peak2PeakRatio","Type0","TypeBN","TypeFL","RS_befi","pop_var_befi","RS_zebi","pop_var_zebi","dprime"
"B4_FL_TRIAL5_A",5,"B4","FL",5,"A","B4",4.857142857,10.10204082,2.734262328,3.335761992,1.478844334,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","B","BEFI",30,9,13,"1/11/22",15,"R",1.34,"x",-0.4321,0.0835,0.00048,NA,"Bad","Y","N","Inverted; Lost spot after 385s",0.326666667,0.375833333,0.332166667,0.126666667,0.175833333,0.132166667,0.18,0.015625,"Y",0.193242305,"Field L","Field L","Broad",5.244897963,13.0595585168671,9.98701299,14.4123985728692,1.80949455315385
"B4_FL_TRIAL6_A",5,"B4","FL",6,"A","B4",6.111111111,8.650793651,5.57773351,4.409585518,0.641522214,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","B","BEFI",30,9,13,"1/11/22",15,"R",1,"x",-0.653,0.147,0.000376,NA,"Bad","Y","N","Inverted, lost spot after 500s",0.365,0.264,0.391285714,0.165,0.064,0.191285714,NA,0.1640625,"N",0.225114855,"Field L","Field L","Narrow",2.53968254,18.9241622573898,4.572390576,24.2314956622933,0.618851045216452
"B4_FL_TRIAL6_B",5,"B4","FL",6,"B","B4",3.888888889,10.3968254,3.443996387,3.216489545,1.690581507,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","B","BEFI",30,9,13,"1/11/22",15,"R",1,"x",0.5741,-0.0418,0.00126,NA,"Bad","Y","N"," lost spot after 500s",0.846857143,0.672714286,0.878142857,0.646857143,0.472714286,0.678142857,0.095,0.00390625,"Y",0.072809615,"Field L","Field L","Broad",6.507936511,15.3655832793197,8.276094273,2.18211293976885,0.844191458820013
"C1_FL_TRIAL10_A",2,"C1","FL",10,"A","C12",7.230769231,9.969230769,2.712742959,3.243296835,0.801030139,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.39,"x",-0.686,0.225,0.00054,NA,"Good","N","N","STIM SET 2 Inverted",0.2664,0.2533,0.2791,0.0664,0.0533,0.0791,0.155,0.0167287,"Y",0.327988338,"Field L","Field L","Broad",2.738461538,12.0577514792899,7.841176467,21.2731026505436,1.76769804118356
"C1_FL_TRIAL10_B",2,"C1","FL",10,"B","C12",7.230769231,12.58461538,2.454718115,2.92855088,1.564913154,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.39,"x",-1.132,0.565,0.00024,NA,"Good","N","N","STIM SET 2 Inverted",0.5831,0.526,0.5118,0.3831,0.326,0.3118,0.145,0.004154489,"Y",0.499116608,"Field L","Field L","Narrow",5.353846149,11.8409467455621,5.282352937,14.9007843115726,-0.0276503126575756
"C1_FL_TRIAL2_A",4,"C1","FL",2,"A","C1",3.6,5.142857143,2.667261838,3.352471783,0.902006691,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.16,"x",-0.918,0.48,0.000239765,NA,"Good","N","N","Inverted",0.240384615,0.253923077,0.250230769,0.040384615,0.053923077,0.050230769,0.13,0.0134686,"Y",0.522875817,"Field L","Field L","Narrow",1.542857143,3.87265306158694,5.888235294,20.1113264091164,1.77458558794738
"C1_FL_TRIAL3_A",4,"C1","FL",3,"A","C1",1.733333333,6.047619047,1.830950833,2.47239374,1.395194117,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.21,"x",-0.776,0.201,0.000179992,NA,"Good","N","N","Inverted",0.286307692,0.220384615,0.297153846,0.086307692,0.020384615,0.097153846,0.12,0.001453567,"Y",0.259020619,"Field L","Field L","Narrow",4.314285714,9.51346938494585,4.225490196,9.59846212998593,-0.0406226967224531
"C1_FL_TRIAL4_A",4,"C1","FL",4,"A","C1",2.8,4.238095238,2.144761059,1.465508864,0.650348749,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.26,"x",-0.695,0.199,0.000540091,NA,"Good","Y","N","Inverted",0.310571429,0.214142857,0.297071429,0.110571429,0.014142857,0.097071429,NA,0.038050001,"Y",0.286330935,"Field L","Field L","Broad",1.438095238,4.98358276648834,3.570588235,6.47114187107456,1.26015881730806
"C1_FL_TRIAL4_B",4,"C1","FL",4,"B","C1",2.333333333,5.904761904,2.526054707,4.186493159,1.219810553,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.26,"x",-0.661,0.3,0.00018,NA,"Good","Y","N","Inverted",0.360071429,0.255785714,0.367571429,0.160071429,0.055785714,0.167571429,0.15,0.000724715,"Y",0.453857791,"Field L","Field L","Narrow",3.571428571,9.48843536754558,5.015686275,13.2312418335179,0.606001375844654
"C1_FL_TRIAL5_A",4,"C1","FL",5,"A","C1",3.357142857,9.744897959,2.307417566,3.928393032,1.747394535,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.36,"x",-0.546,0.331,0.00018,NA,"Good","N","N","Inverted",0.347923077,0.241230769,0.309769231,0.147923077,0.041230769,0.109769231,0.02,0.00012207,"Y",0.606227106,"Field L","Field L","Narrow",6.387755102,13.785506038526,6.962745098,4.48978854555619,0.269003599468498
"C1_FL_TRIAL5_B",4,"C1","FL",5,"B","C1",2.285714286,5.408163265,1.540657773,3.052578055,1.065959718,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.36,"x",0.515,-0.0859,0.000239989,NA,"Good","N","Y","Trough before peak",0.366846154,0.197692308,0.330692308,0.166846154,-0.002307692,0.130692308,NA,0.002105245,"Y",0.166796117,"Field L","Field L","Narrow",3.122448979,8.74302373645439,2.994117647,6.71028834726759,-0.0652907879698112
"C1_FL_TRIAL6_A",4,"C1","FL",6,"A","C1",3,11.78571429,2.511511957,2.97490815,1.927397726,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.41,"x",-0.644,0.422,0.000179999,NA,"Good","N","N","Inverted",0.472846154,0.279384615,0.442615385,0.272846154,0.079384615,0.242615385,0.11,0.001362926,"Y",0.655279503,"Field L","Field L","Narrow",8.78571429,20.2995626935496,9.698039217,10.5501115038873,0.328514274996808
"C1_FL_TRIAL8_A",2,"C1","FL",8,"A","C12",2.8,5.12,1.521277659,1.77087549,1.019510693,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.29,"x",-1.217,0.244,0.000240001,NA,"Good","N","N","STIM SET 2 Inverted",0.487714286,0.515071429,0.4925,0.287714286,0.315071429,0.2925,NA,0.008357828,"Y",0.200493016,"Field L","Field L","Narrow",2.32,5.17226666666667,1.760784314,6.48729719296657,-0.327542898465696
"C1_FL_TRIAL9_A",2,"C1","FL",9,"A","C12",7.214285714,10.05714286,2.778449247,1.591184506,0.785002462,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.34,"x",-1.085,0.595,0.000240007,NA,"Bad","N","N","STIM SET 2 Inverted",0.391692308,0.440923077,0.327461538,0.191692308,0.240923077,0.127461538,NA,0.023479538,"Y",0.548387097,"Field L","Field L","Narrow",2.842857146,12.8581632653061,0.882352941999999,15.2150271869444,-0.740034365065467
"C1_FL_TRIAL9_B",2,"C1","FL",9,"B","C12",2.714285714,3.857142857,1.489892687,1.417318316,0.561851977,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.34,"x",-1.154,0.535,0.000538728,NA,"Bad","N","N","STIM SET 2 Inverted",0.300538462,0.204307692,0.262769231,0.100538462,0.004307692,0.062769231,0.365,0.067626953,"N",0.463604853,"Field L","Field L","Broad",1.142857143,4.12244897959184,1.697478992,8.68480333240446,0.309955243190619
"C1_NCM_TRIAL2_A",4,"C1","NCM",2,"A","C1",2.8,9.333333333,2.111194652,2.32972093,2.37415728,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.58,"x",0.4014,-0.0498,0.000239973,NA,"Good","N","Y","Actually had double hyperpolarization hump but I measured the first one",0.373076923,0.222461538,0.321692308,0.173076923,0.022461538,0.121692308,0.175,0.000885492,"Y",0.12406577,"NS1","Narrow","NCM",6.533333333,7.68290249691338,5.454901961,8.89237216480921,-0.529775831771612
"C1_NCM_TRIAL3_A",4,"C1","NCM",3,"A","C1",3.533333333,6.571428571,2.030716505,2.059607367,1.030862834,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.63,"x",0.3466,-0.06,0.000540002,NA,"Good","N","N","",0.4,0.287230769,0.362230769,0.2,0.087230769,0.162230769,0.21,0.003431484,"Y",0.173110214,"Broad","Broad","NCM",3.038095238,8.62712018175093,0.878431373,6.72397539383923,-1.10241844172873
"C1_NCM_TRIAL6_A",4,"C1","NCM",6,"A","C1",3.071428571,3.87755102,2.894671118,2.200939676,0.24543878,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"R",1.78,"x",0.3386,-0.0517,0.00107999,NA,"Bad","N","N","Might not be auditory, maybe likes Stim1?",0.251538462,0.237846154,0.271153846,0.051538462,0.037846154,0.071153846,NA,0.208725131,"N",0.152687537,"Broad","Broad","NCM",0.806122449,10.8938983758392,3.188235294,7.85372548915765,1.10032051631882
"C1_NCM_TRIAL7_A",4,"C1","NCM",7,"A","C1",2.066666667,5.190476191,1.869555588,2.495866359,1.42318436,"YE77",1.4,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.21,"x",0.4398,-0.0647,0.00126,NA,"Good","N","Y","Double-troughed (could be a narrow unit if measure the other one…)",0.320142857,0.2315,0.300571429,0.120142857,0.0315,0.100571429,0.335,0.001606449,"Y",0.147112324,"Broad","Broad","NCM",3.123809524,5.10167800502422,2.337254903,12.0160169164514,-0.380221124185171
"C1_NCM_TRIAL9_A",2,"C1","NCM",9,"A","C12",1.714285714,3,1.437335753,0.748331477,0.92165078,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",23,2,10,"10/24/21",15,"L",1.3,"x",0.494,-0.1259,9e-04,NA,"Good","N","N","STIM SET 2 Only likes 2 of the stimuli?",0.304538462,0.272615385,0.315076923,0.104538462,0.072615385,0.115076923,NA,0.014233988,"Y",0.2548583,"Broad","Broad","NCM",1.285714286,1.98122448979592,1.035714286,2.93600822713394,-0.225480829098209
"C2_FL_TRIAL4_A",1,"C2","FL",4,"A","C2",0.6,3.065693431,0.632455532,2.360401888,1.077172331,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"L",1.4,"ok",-0.505,0.0111,0.000960081,NA,"Bad","N","N","NEW STIM #S; inverted",0.380692308,0.513692308,0.425307692,0.130692308,0.263692308,0.175307692,0.03,0.000701603,"Y",0.021980198,"Field L","Field L","Broad",2.465693431,5.26196174506681,3.41133005,4.73474847635159,0.598171511665109
"C2_FL_TRIAL5_A",1,"C2","FL",5,"A","C2",1,3.260340633,1.133893419,1.557394841,1.317718869,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"L",1.47,"ok",-0.477,0.0602,0.00024,NA,"Bad","N","N","NEW STIM #S; inverted",0.414,0.349769231,0.365615385,0.164,0.099769231,0.115615385,0.055,0.002357553,"Y",0.126205451,"Field L","Field L","Narrow",2.260340633,2.97716210572684,4.847290641,8.80987163158065,1.50700873139511
"C2_FL_TRIAL5_B",1,"C2","FL",5,"B","C2",2.933333333,4.379562044,3.239635488,2.513445421,0.413196086,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"L",1.47,"ok",0.4502,-0.0304,0.001019997,NA,"Bad","N","N","NEW STIM #S; still has AC hum noise",0.313076923,0.396307692,0.307153846,0.063076923,0.146307692,0.057153846,0.025,0.06480213,"N",0.067525544,"Field L","Field L","Broad",1.446228711,12.480124082502,6.839901478,10.0943786583533,2.27041628760024
"C2_NCM_TRIAL1_A",1,"C2","NCM",1,"A","C22",1,3.138686131,0.816496581,1.615762308,1.752218108,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"R",1.17,"ok",0.4971,-0.0928,0.001020215,NA,"Good","N","N","",0.5918,0.4172,0.562,0.3918,0.2172,0.362,0.01,0.00588927,"Y",0.18668276,"Broad","Broad","NCM",2.138686131,1.63575043933301,3.062068965,3.36689655157103,0.825680186556054
"C2_NCM_TRIAL1_B",1,"C2","NCM",1,"B","C22",0.5,1.678832117,0.707106781,0.773248106,1.237781303,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"R",1.17,"ok",-0.5291,0,0.00132,NA,"Bad","N","N","Inverted, really fat",0.4688,0.2844,0.4294,0.2688,0.0844,0.2294,0.01,0.010724438,"Y",0,"Broad","Broad","NCM",1.178832117,0.915128669672801,1.475862069,1.46178359091686,0.385321875333033
"C2_NCM_TRIAL4_A",1,"C2","NCM",4,"A","C2",2.266666667,4.087591241,2.404361117,1.762221495,0.728360727,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"L",1.2,"x",0.3606,-0.0856,0.000840594,NA,"Bad","N","N","NEW STIM #S",0.535230769,0.290076923,0.494846154,0.285230769,0.040076923,0.244846154,0.075,0.028735659,"Y",0.237382141,"Broad","Broad","NCM",1.820924574,6.38640926806006,1.172413793,5.98675046837642,-0.368728652363064
"C2_NCM_TRIAL5_A",1,"C2","NCM",5,"A","C2",0.333333333,2.871046229,0.6172134,2.091406321,1.038850982,"LP80",1.37,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","normal",22,2,12.6,"10/23/21",15,"L",1.25,"ok",0.47772,-0.082,0.000479998,NA,"Bad","N","N","NEW STIM #S; LOTS OF SMALL MOVEMENTS IN THIS CHANNEL",0.547,0.281,0.447230769,0.297,0.031,0.197230769,0.08,0.005658518,"Y",0.171648664,"Broad","Broad","NCM",2.537712896,5.86535007470384,1.394088669,3.26222427143197,-0.757069330974879
"C4_FL_TRIAL3_A",1,"C4","FL",3,"A","C4",1.133333333,4.826666667,0.915475416,1.37293568,2.110160681,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.08,"x",-0.927,0.169,0.000598735,NA,"Good","N","N","Inverted",0.348357143,0.177714286,0.312214286,0.148357143,-0.022285714,0.112214286,0.07,0.000724715,"Y",0.182308522,"Field L","Field L","Broad",3.693333334,3.02862222222222,4.124137931,8.6342925094563,0.252293914003891
"C4_FL_TRIAL3_B",1,"C4","FL",3,"B","C4",0.866666667,3.893333333,1.187233679,1.405838167,1.93453642,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.08,"bad",0.82,-0.077,0.00126,NA,"Bad","N","N","",0.492357143,0.162142857,0.459214286,0.292357143,-0.037857143,0.259214286,0.085,0.000722919,"Y",0.093902439,"Field L","Field L","Broad",3.026666666,2.49528888888889,2.871264367,2.87395428690024,-0.134131536073505
"C4_FL_TRIAL3_C",1,"C4","FL",3,"C","C4",1,4.32,1.309307341,1.060458122,3.077392669,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.08,"ok",-0.868,0.088,0.000180001,NA,"Good","N","N","inverted",0.5315,0.256142857,0.511714286,0.3315,0.056142857,0.311714286,0.07,0.000713984,"Y",0.101382488,"Field L","Field L","Narrow",3.32,1.26293333333333,5.029885058,4.00917426402797,1.48937747132054
"C4_FL_TRIAL4_A",1,"C4","FL",4,"A","C4",3.533333333,10.34666667,2.325838303,2.665618842,2.203288062,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.13,"x",-0.938,0.31,0.000239985,NA,"Good","N","N","inverted",0.5005,0.317714286,0.468857143,0.3005,0.117714286,0.268857143,0.075,0.000724715,"Y",0.330490405,"Field L","Field L","Narrow",6.813333337,9.70382222222222,11.505747127,4.80724006047351,2.46363687018819
"C4_FL_TRIAL5_A",1,"C4","FL",5,"A","C4",3,9.28,1.647508942,1.68489084,3.266044162,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.18,"x",-0.4775,0.054,0.0005999,NA,"Good","N","N","Inverted",0.348230769,0.215153846,0.321230769,0.148230769,0.015153846,0.121230769,0.095,0.000724715,"Y",0.113089005,"Field L","Field L","Broad",6.28,3.79626666666667,7.154022993,8.45990751900504,0.499315894747442
"C4_FL_TRIAL5_B",1,"C4","FL",5,"B","C4",3.2,12.90666667,1.656157342,3.233632779,2.5359499,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.18,"x",0.449,0.0164,0.001,NA,"Duplicate","N","N","",0.723153846,0.298,0.681538462,0.523153846,0.098,0.481538462,0.055,0.00012207,"Y",0.036525612,"Field L","Field L","Broad",9.70666667,14.4952888888889,8.393103447,10.405041613786,-0.526475808877848
"C4_FL_TRIAL6_A",1,"C4","FL",6,"A","C4",0.384615385,3.507692308,0.506369684,1.415663295,2.570306748,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.23,"ok",-0.689,0.121,0.000720211,NA,"Good","N","N","Inverted",0.366083333,0.13575,0.292,0.166083333,-0.06425,0.092,0.14,0.001656248,"Y",0.175616836,"Field L","Field L","Broad",3.123076923,1.52331360946746,1.526436782,2.67546043101474,-1.55838868970361
"C4_FL_TRIAL7_A",1,"C4","FL",7,"A","C4",2.4,6.48,1.956673562,1.751407597,2.521054003,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.28,"x",-0.516,0.0747,0.000540003,NA,"Good","N","N","Inverted",0.520846154,0.335384615,0.484153846,0.320846154,0.135384615,0.284153846,0.39,0.000717549,"Y",0.144767442,"Field L","Field L","Broad",4.08,2.8736,2.712643678,6.59368476688915,-0.888789629106018
"C4_FL_TRIAL7_B",1,"C4","FL",7,"B","C4",1,6.346666667,0.9258201,2.385032694,2.413124408,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.28,"x",0.5016,0.04,0.000240046,NA,"Duplicate","N","N","Trough before peak",0.409461538,0.243923077,0.345,0.209461538,0.043923077,0.145,0.01,0.000724715,"Y",0.079744817,"Field L","Field L","Narrow",5.346666667,4.98915555555555,3.068965517,4.76369401515466,-1.4586831758056
"C4_FL_TRIAL8_A",1,"C4","FL",8,"A","C4",2.214285714,4.342857143,1.368804724,1.4281318,0.877493018,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.38,"ok",-0.4688,0.0677,0.0011,NA,"Bad","N","N","Low S:N",0.302461538,0.355461538,0.329846154,0.102461538,0.155461538,0.129846154,0.33,0.016784084,"Y",0.144411263,"Field L","Field L","Broad",2.128571429,5.7234693877551,2.677339902,2.51377733006517,0.382409006022789
"C4_FL_TRIAL9_A",1,"C4","FL",9,"A","C4",6.428571429,23.08571429,5.570724103,2.936994053,2.638376825,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.43,"x",-0.521,0.0849,0.000664,NA,"Good","N","N","Inverted, reclassified",0.720538462,0.51,0.635384615,0.520538462,0.31,0.435384615,0.14,0.00109394,"Y",0.162955854,"Field L","Field L","Broad",16.657142861,39.6424489795918,11.125615766,47.7689157659097,-1.18328971377339
"C4_NCM_TRIAL5_A",1,"C4","NCM",5,"A","C4",2.133333333,4.453333333,2.030716505,1.49564447,0.937545725,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.12,"ok",0.3306,-0.1224,0.00126,NA,"Good","N","N","Fat shape",0.428923077,0.256307692,0.349230769,0.228923077,0.056307692,0.149230769,0.06,0.005371094,"Y",0.370235935,"Broad","Broad","NCM",2.32,6.11093333333333,3.485057471,3.26491742650995,0.760977825607918
"C4_NCM_TRIAL6_A",1,"C4","NCM",6,"A","C4",1.769230769,4.215384615,1.300887271,1.537230277,1.248990707,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.18,"ok",-0.316,0.01396,0.00126,NA,"Bad","N","N","Inverted and fat",0.49625,0.27825,0.363083333,0.29625,0.07825,0.163083333,0.055,0.003323737,"Y",0.044177215,"Broad","Broad","NCM",2.446153846,3.82863905325444,2.983908046,4.96517901975352,0.362681220333721
"C4_NCM_TRIAL6_B",1,"C4","NCM",6,"B","C4",1.461538462,5.015384615,1.330124344,1.332820414,2.223347579,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.18,"ok",0.3413,-0.0738,3e-04,NA,"Good","N","N","",0.33925,0.336916667,0.269416667,0.13925,0.136916667,0.069416667,0.055,0.001650813,"Y",0.216232054,"NS1","Narrow","NCM",3.553846153,2.6101775147929,3.908045977,9.27731536582825,0.205462799768763
"C4_NCM_TRIAL7_A",1,"C4","NCM",7,"A","C4",0.733333333,2.613333333,1.032795559,1.281665583,1.753365589,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.25,"x",-0.33724,0,0.001321008,NA,"Bad","N","N","Inverted with fat shape",0.4,0.270846154,0.254923077,0.2,0.070846154,0.054923077,0.05,0.000934424,"Y",0,"Broad","Broad","NCM",1.88,1.2416,1.51954023,3.37494517106922,-0.335527601444603
"C4_NCM_TRIAL7_B",1,"C4","NCM",7,"B","C4",2.333333333,9.253333333,1.345185418,4.448734437,1.566545624,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.25,"x",0.37,-0.1276,3e-04,NA,"Good","N","N","",0.344384615,0.183307692,0.269076923,0.144384615,-0.016692308,0.069076923,0.155,0.00109394,"Y",0.344864865,"NS1","Narrow","NCM",6.92,19.5562666666667,4.186206897,10.2577566398597,-1.00134871734406
"C4_NCM_TRIAL8_A",1,"C4","NCM",8,"A","C4",2.857142857,6.085714286,2.282277636,2.236362824,1.050007575,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.35,"ok",0.2288,-0.0119,0.0012,NA,"Bad","N","N","Low S:N",0.353461538,0.205153846,0.331769231,0.153461538,0.005153846,0.131769231,0.25,0.005729983,"Y",0.05201049,"Broad","Broad","NCM",3.228571429,9.45632653061224,1.591133005,2.60758572180519,-0.942867981885108
"C4_NCM_TRIAL9_A",1,"C4","NCM",9,"A","C4",2.571428571,12.48571429,2.408775166,2.359549221,2.831145961,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.4,"x",0.2168,0.07559,3e-04,NA,"Good","N","N","",0.425230769,0.294076923,0.383,0.225230769,0.094076923,0.183,0.15,0.00109394,"Y",0.348662362,"NS1","Narrow","NCM",9.914285719,12.1412244897959,8.307881769,11.6939806842983,-0.658074877608165
"C4_NCM_TRIAL9_B",1,"C4","NCM",9,"B","C4",3.571428571,6.714285714,4.127101529,2.25281265,0.751939114,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","C","xfostered",26,3,8.3,"10/28/21",15,"R",1.4,"x",-0.2208,2e-04,0.00132,NA,"Bad","N","N","Inverted and fat",0.328307692,0.223769231,0.269769231,0.128307692,0.023769231,0.069769231,0.105,0.024536133,"Y",0.000905797,"Broad","Broad","NCM",3.142857143,17.6881632653061,2.98275862,7.99723968052998,-0.0631792010164048
"D1_FL_TRIAL1_A",2,"D1","FL",1,"A","D1",2.6,3.813333333,1.352246808,1.29937714,0.573818921,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.2,"bad",-1.158,0.311,0.000179999,NA,"Good","N","N","Inverted but beautiful",0.276357143,0.263,0.2775,0.076357143,0.063,0.0775,0.105,0.038011144,"Y",0.268566494,"Field L","Field L","Narrow",1.213333333,4.39182222222222,2.786274509,4.60881968471513,1.04859005704274
"D1_FL_TRIAL2_A",2,"D1","FL",2,"A","D1",2.4,6.32,1.352246808,2.75971013,1.34767218,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.25,"x",-1.018,0.065,0.00126,NA,"Good","N","N","",0.458642857,0.301428571,0.468285714,0.258642857,0.101428571,0.268285714,0.095,0.000724715,"Y",0.063850688,"Field L","Field L","Broad",3.92,8.48426666666667,3.633333333,7.96284505696832,-0.141371664511577
"D1_FL_TRIAL2_B",2,"D1","FL",2,"B","D1",0.866666667,3.2,0.915475416,1.563877964,1.358380325,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.25,"ok",0.918,-0.041,0.0012,NA,"Duplicate","N","N","",0.323785714,0.181357143,0.336785714,0.123785714,-0.018642857,0.136785714,0.175,0.001773937,"Y",0.044662309,"Field L","Field L","Broad",2.333333333,2.95822222222222,2.043137255,19.8951403329721,-0.121407769281765
"D1_FL_TRIAL3_A",2,"D1","FL",3,"A","D1",4.066666667,6.24,1.709915063,1.591405488,0.871944551,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.31,"ok?",-0.807,0.043,0.00126,NA,"Bad","N","N","Double peaked",0.386857143,0.253428571,0.348642857,0.186857143,0.053428571,0.148642857,0.1,0.023004097,"Y",0.053283767,"Field L","Field L","Broad",2.173333333,6.13795555555556,2.098039215,15.6429834655122,-0.0322665659059383
