"Unit2","Stimulus","ID.x","Region","Trial","Letter","StimSet","base_fr","stim_fr","basesd","stimsd","Z_score","stimID","Duration.s","FamUnfamSpecies","Species","FamUnfam","Clutch","Treatment","Age","DaysPostFledge","Mass","Date","No_reps","Hemisphere","Depth","ISI.check","Peak_V","Trough_V","Peak.to.Peak_s","Type","Quality","Exclude4PC","TroughBeforePeak","Notes","Accuracy.rcorr","Accuracy.count","Accuracy.cross_corr","normal_rcorr","normal_count","normal_cross_corr","Latency","p.value","sigYN","Peak2PeakRatio","Type0","TypeBN","TypeFL","RS_befi","pop_var_befi","RS_zebi","pop_var_zebi","dprime"
"D1_FL_TRIAL3_B",2,"D1","FL",3,"B","D1",1.8,4.24,1.264911064,1.424680415,1.1238814,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.31,"x",0.789,-0.077,0.00042,NA,"Good","N","Y","Trough before peak",0.391357143,0.196571429,0.365285714,0.191357143,-0.003428571,0.165285714,0.08,0.002854355,"Y",0.097591888,"Field L","Field L","Broad",2.44,4.62506666666667,1.798039215,7.69998462073449,-0.36571614019273
"D1_FL_TRIAL4_A",2,"D1","FL",4,"A","D1",3.266666667,3.52,2.814926202,1.353936061,0.078649691,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.37,"x",-1.304,0.482,0.000479999,NA,"Good","N","N","",0.282357143,0.196,0.264071429,0.082357143,-0.004,0.064071429,0.17,0.550774111,"N",0.369631902,"Field L","Field L","Broad",0.253333333,10.2904888888889,1.403921569,3.45253364104534,0.620738662008232
"D1_FL_TRIAL4_B",2,"D1","FL",4,"B","D1",1.466666667,3.333333333,1.597617273,1.288779415,1.498621618,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.37,"bad",-1.213,0.259,0.00018,NA,"Bad","N","N","",0.451071429,0.277357143,0.446,0.251071429,0.077357143,0.246,0.05,0.001634576,"Y",0.213520198,"Field L","Field L","Narrow",1.866666666,1.71022222222222,0.956862745,2.87910803551866,-0.849382177656465
"D1_FL_TRIAL5_A",2,"D1","FL",5,"A","D1",3.666666667,5.973333333,1.397276262,1.962311562,0.859246961,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.37,"x",-1.029,0.403,0.00036,NA,"Good","N","N","",0.310928571,0.330857143,0.241,0.110928571,0.130857143,0.041,0.325,0.014497205,"Y",0.391642371,"Field L","Field L","Narrow",2.306666666,7.08728888888889,2.860784314,8.58206074790845,0.279966773449614
"D1_FL_TRIAL7_A",2,"D1","FL",7,"A","D1",5.4,8.24,6.219784103,6.315151848,2.104861703,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"R",1.37,"x",-0.5426,0.0215,0.00126,NA,"Good","N","N","",0.426,0.154230769,0.382615385,0.226,-0.045769231,0.182615385,0.13,0.002857948,"Y",0.039624032,"Field L","Field L","Broad",2.84,6.58773333333333,3.241176471,15.3789158018096,0.171192030361264
"D1_FL_TRIAL8_A",2,"D1","FL",8,"A","D1",0.857142857,1.057142857,0.864437822,0.762298433,0.191318803,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"R",1.42,"ok",-0.979,0.169,6e-04,NA,"Bad","N","N","",0.168692308,0.200538462,0.153384615,-0.031307692,0.000538462,-0.046615385,0.355,0.194568368,"N",0.172625128,"Field L","Field L","Broad",0.2,1.10285714285714,1.458823529,1.97160322909407,1.43585438125574
"D1_FL_TRIAL8_B",2,"D1","FL",8,"B","D1",0.5,1.228571429,0.518874522,0.837053965,0.810372367,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"R",1.42,"ok",0.851,-0.089,0.001259559,NA,"Good","N","N","",0.241846154,0.145769231,0.243230769,0.041846154,-0.054230769,0.043230769,0.08,0.013970055,"Y",0.104582844,"Field L","Field L","Broad",0.728571429,0.814897959183673,1.084313726,1.15973087269535,0.506317296384758
"D1_NCM_TRIAL1_A",2,"D1","NCM",1,"A","D1",3.666666667,5.173333333,2.126924898,1.530390551,0.817266515,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.58,"x",0.4663,-0.0974,3e-04,NA,"Good","N","N","",0.419071429,0.373214286,0.257928571,0.219071429,0.173214286,0.057928571,NA,0.012400239,"Y",0.208878404,"NS1","Narrow","NCM",1.506666666,3.59928888888889,0.129411765,2.82638985012978,-1.08663782365222
"D1_NCM_TRIAL1_B",2,"D1","NCM",1,"B","D1",0.333333333,1.733333333,0.6172134,0.964118151,1.307258133,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.58,"ok?",-0.4399,3e-04,0.0018578,NA,"Bad","N","N","Inverted and fat",0.313214286,0.340928571,0.487785714,0.113214286,0.140928571,0.287785714,NA,0.001940812,"Y",0.000681973,"Broad","Broad","NCM",1.4,1.152,0.74509804,1.02164552091449,-0.888406905390333
"D1_NCM_TRIAL2_A",2,"D1","NCM",2,"A","D1",3.6,8.08,2.164651077,2.128446784,1.994104162,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.68,"x",0.37,-0.1172,0.00072,NA,"Good","N","N","",0.481214286,0.348428571,0.411714286,0.281214286,0.148428571,0.211714286,NA,0.000881237,"Y",0.316756757,"Broad","Broad","NCM",4.48,5.28426666666667,1.247058824,13.6977854659645,-1.48407625798565
"D1_NCM_TRIAL3_A",2,"D1","NCM",3,"A","D1",1.8,2.426666667,1.567527626,1.074022257,0.400834005,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.78,"ok",0.4129,-0.0572,0.00126,NA,"Bad","N","N","",0.207428571,0.260357143,0.173142857,0.007428571,0.060357143,-0.026857143,0.29,0.042504909,"Y",0.138532332,"Broad","Broad","NCM",0.626666667,2.50595555555556,0.2,3.79079584772443,-0.340063826339864
"D1_NCM_TRIAL4_A",2,"D1","NCM",4,"A","D1",1.8,3.546666667,1.740279124,1.668988858,1.084864538,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.88,"ok",0.4125,-0.0352,0.00029996,NA,"Bad","N","N","",0.253857143,0.193285714,0.243785714,0.053857143,-0.006714286,0.043785714,0.175,0.004067941,"Y",0.085333333,"NS1","Narrow","NCM",1.746666667,2.78115555555556,0.980392157,1.5200307574722,-0.738958837072714
"D1_NCM_TRIAL5_A",2,"D1","NCM",5,"A","D1",1.933333333,4.506666667,2.282438128,1.985471037,0.81327215,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"L",1.88,"x",0.3144,-0.0592,0.00126,NA,"Bad","N","N","Low S:N",0.442357143,0.395785714,0.385428571,0.242357143,0.195785714,0.185428571,0.13,0.012347279,"Y",0.188295165,"Broad","Broad","NCM",2.573333334,9.91395555555555,1.227450981,7.1806766637699,-0.65103931206207
"D1_NCM_TRIAL7_A",2,"D1","NCM",7,"A","D1",2.666666667,3.666666667,1.966384161,1.723562203,0.997785158,"BEFI1",2.5,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",21,1,12.8,"12/18/21",15,"R",1.26,"x",0.4859,-0.0845,0.001078804,NA,"Bad","N","N","",0.4568,0.2534,0.5626,0.2568,0.0534,0.3626,0.185,0.21875,"N",0.173904095,"Broad","Broad","NCM",1,1.78666666666667,1.387254902,7.48397250976865,0.254373625852927
"D4_FL_TRIAL10_A",2,"D4","FL",10,"A","D4",2.875,6.048387098,2.356601669,2.602156886,0.876392836,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",1.03,"x",-0.4997,0.0886,0.00126,NA,"Bad","N","N","Inverted; Lost spot after 461s (9 presentations/stimulus)",0.387857143,0.249857143,0.424857143,0.187857143,0.049857143,0.224857143,0.085,0.0546875,"N",0.177306384,"Field L","Field L","Broad",3.173387098,12.8204832287957,3.003267973,15.2647913125237,-0.0642012966061682
"D4_FL_TRIAL10_B",2,"D4","FL",10,"B","D4",0.5,4.193548387,0.534522484,1.33561076,3.075597272,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",1.03,"ok",0.4431,-6e-04,0.00138,NA,"Duplicate","N","N","Inverted, Lost spot after 461s (9 presentations/stimulus)",0.385,0.255285714,0.355142857,0.185,0.055285714,0.155142857,0.05,0.014147404,"Y",0.001354096,"Field L","Field L","Broad",3.693548387,1.48829344413085,3.107843138,3.20549788548199,-0.540688612051069
"D4_FL_TRIAL11_A",2,"D4","FL",11,"A","D4",0.5,9.112903228,0.755928946,2.680942662,3.768970618,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",1.15,"x",-0.5546,0.0737,0.000224,NA,"Bad","Y","N","Lost spot after436s (8 presentations/stimulus)",0.547714286,0.305857143,0.518142857,0.347714286,0.105857143,0.318142857,0.18,0.014147404,"Y",0.132888568,"Field L","Field L","Narrow",8.612903228,5.41805411910146,8.709558823,21.7604752322587,0.0370803664774565
"D4_FL_TRIAL2_A",2,"D4","FL",2,"A","D4",2.333333333,12.12903226,1.951800146,2.97854176,2.783047074,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.07,"x",-0.905,0.085,0.000311,NA,"Good","N","N","Inverted",0.379928571,0.279714286,0.424071429,0.179928571,0.079714286,0.224071429,0.025,6.1e-05,"Y",0.093922652,"Field L","Field L","Narrow",9.795698927,12.3519482038584,12.752941177,20.5200461249338,1.03158227496238
"D4_FL_TRIAL2_B",2,"D4","FL",2,"B","D4",0.733333333,10.19354839,0.798808637,2.739359051,3.262059548,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.07,"x",0.805,-0.4,0.00018,NA,"Good","N","Y","trough before peak",0.343214286,0.228214286,0.362714286,0.143214286,0.028214286,0.162714286,0.08,6.1e-05,"Y",0.49689441,"Field L","Field L","Narrow",9.460215057,8.35636027995128,9.27843137,16.8616916594682,-0.0723984279219959
"D4_FL_TRIAL3_A",2,"D4","FL",3,"A","D4",3.866666667,31.52688172,2.386469798,7.523282002,3.409483818,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.12,"x",-0.903,0.392,0.00024,NA,"Good","N","N","Inverted",0.631071429,0.431928571,0.586071429,0.431071429,0.231928571,0.386071429,0.045,6.1e-05,"Y",0.434108527,"Field L","Field L","Narrow",27.660215053,65.3047335038778,28.939215683,46.8493041199048,0.241542355680334
"D4_FL_TRIAL3_B",2,"D4","FL",3,"B","D4",1.533333333,13.33333334,1.597617273,2.135121395,5.424334314,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.12,"x",0.857,-0.15,0.00024,NA,"Duplicate","N","Y","Trough before peak; if firing rate doesn't fit with narrows, than the trough is actually the thing after the peak and it's a broad unit",0.512785714,0.394642857,0.5475,0.312785714,0.194642857,0.3475,0.115,0.000724715,"Y",0.175029172,"Field L","Field L","Narrow",11.800000007,4.85927159288907,18.858823527,17.4378546697942,2.98977064302973
"D4_FL_TRIAL4_A",2,"D4","FL",4,"A","D4",1.066666667,5.247311828,1.099783528,1.669365042,2.34101406,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.17,"ok",-0.917,0.467,0.000419993,NA,"Good","N","N","",0.347,0.3325,0.364357143,0.147,0.1325,0.164357143,0.095,0.000712206,"Y",0.509269357,"Field L","Field L","Broad",4.180645161,3.22522372509491,8.929411763,8.53723183487271,2.76924782154247
"D4_FL_TRIAL4_B",2,"D4","FL",4,"B","D4",0.666666667,4.64516129,0.723746864,1.526730267,2.680126234,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.17,"ok",0.838,-0.051,0.00066,NA,"Good","N","N","",0.390928571,0.345714286,0.414285714,0.190928571,0.145714286,0.214285714,0.02,0.000721126,"Y",0.060859189,"Field L","Field L","Broad",3.978494623,2.23429298174378,6.852941177,10.5782006949153,1.60608084183108
"D4_FL_TRIAL6_A",2,"D4","FL",6,"A","D4",1.142857143,3.456221198,1.292412345,2.002274267,1.570965453,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.27,"x",0.501,-0.0058,0.00054,NA,"Bad","N","N","",0.245230769,0.350923077,0.295538462,0.045230769,0.150923077,0.095538462,0.105,0.001351754,"Y",0.011576846,"Field L","Field L","Broad",2.313364055,2.39028223112678,4.617647058,7.14832756129896,1.49218706353243
"D4_FL_TRIAL6_B",2,"D4","FL",6,"B","D4",0.785714286,2.488479263,0.892582375,1.405689753,1.14278625,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.27,"ok",-0.5186,0.0384,0.00024,NA,"Bad","N","N","",0.202923077,0.318076923,0.249846154,0.002923077,0.118076923,0.049846154,0.225,0.005670395,"Y",0.074045507,"Field L","Field L","Narrow",1.702764977,2.24545541454473,4.192156863,6.43181852808446,1.69017475683767
"D4_FL_TRIAL7_A",2,"D4","FL",7,"A","D4",1.733333333,3.655913979,0.961150105,2.020655441,0.904360133,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.32,"ok",-0.5699,0.0601,0.001147,NA,"Duplicate","N","N","",0.238785714,0.307571429,0.246357143,0.038785714,0.107571429,0.046357143,0.065,0.004082921,"Y",0.105457098,"Field L","Field L","Broad",1.922580646,4.5296982309373,3.743137255,8.48678969624123,1.00922331103353
"D4_FL_TRIAL7_B",2,"D4","FL",7,"B","D4",0.866666667,2.795698925,0.833809388,1.647854787,1.390824958,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.32,"x",0.5548,-0.0067,0.001259,NA,"Good","N","N","",0.2015,0.355142857,0.232214286,0.0015,0.155142857,0.032214286,0.145,0.001078475,"Y",0.012076424,"Field L","Field L","Broad",1.929032258,2.00765868886069,3.584313726,27.5187850820109,0.609251037119876
"D4_FL_TRIAL8_A",2,"D4","FL",8,"A","D4",1.642857143,2.67281106,2.560262693,1.694835014,0.526997592,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.37,"x",0.5319,-0.0054,0.0012588,NA,"Good","N","N","",0.264769231,0.385923077,0.306692308,0.064769231,0.185923077,0.106692308,0.06,0.080427843,"N",0.010152284,"Field L","Field L","Broad",1.029953917,4.17206247776708,3.190196078,4.24289119546394,1.48938360487662
"D4_FL_TRIAL8_B",2,"D4","FL",8,"B","D4",1.857142857,3.087557604,1.350620533,0.985886848,0.706157818,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.37,"x",-0.5499,0.0467,0.000839999,NA,"Good","N","N","Inverted",0.279846154,0.220615385,0.268538462,0.079846154,0.020615385,0.068538462,0.07,0.038252914,"Y",0.084924532,"Field L","Field L","Broad",1.230414747,3.00458705850989,2.027450981,3.7959015762147,0.611276924132096
"D4_FL_TRIAL9_A",2,"D4","FL",9,"A","D4",1.625,10.32258065,1.302470181,1.950784378,3.325143838,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",0.98,"x",-0.706,0.102,0.00018,NA,"Bad","Y","N","Inverted, Lost spot after 513s (10+ presentations/stimulus)",0.725571429,0.271142857,0.696857143,0.525571429,0.071142857,0.496857143,0.04,0.013793701,"Y",0.144475921,"Field L","Field L","Narrow",8.69758065,6.58843327786733,9.696078437,3.47923875365731,0.629379470411388
"D4_FL_TRIAL9_B",2,"D4","FL",9,"B","D4",1,5.806451613,0.9258201,1.33561076,3.625184571,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",0.98,"x",0.5282,-1e-04,0.00132,NA,"Bad","Y","N","Lost spot after 513s (10+ presentations/stimulus)",0.573,0.364571429,0.514571429,0.373,0.164571429,0.314571429,0.075,0.014147404,"Y",0.000189322,"Field L","Field L","Broad",4.806451613,1.82700312202601,5.823529412,6.17320261617647,0.719173361136981
"D4_NCM_TRIAL10_A",2,"D4","NCM",10,"A","D4",6.375,12.0967742,13.26582613,2.880092165,0.478104472,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",1.02,"x",0.3425,-0.0763,9e-04,NA,"Bad","Y","N","Lost spot after 461s (9 presentations/stimulus), reclassified so may have too high spike rate for broad neuron, also COULD be movement spikes?",0.775857143,0.528857143,0.699714286,0.575857143,0.328857143,0.499714286,0.37,0.1953125,"N",0.222773723,"Broad","Broad","NCM",5.7217742,145.476310487227,-0.650735295,226.749662103538,-0.660597841376719
"D4_NCM_TRIAL11_A",2,"D4","NCM",11,"A","D4",1.25,12.17741936,1.488047618,1.633508929,4.435469846,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",1.27,"x",0.3087,-0.0697,0.00048,NA,"Bad","Y","N","Lost spot after436s (8 presentations/stimulus)",0.446714286,0.632857143,0.463428571,0.246714286,0.432857143,0.263428571,0.29,0.0078125,"Y",0.225785552,"Broad","Broad","NCM",10.92741936,5.84488813579832,15.20955883,3.68110672630785,2.77482521578917
"D4_NCM_TRIAL2_A",2,"D4","NCM",2,"A","D4",1.2,4.215053764,1.264911064,1.773006166,1.244965367,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.17,"x",0.3394,-0.0388,0.00119897,NA,"Good","N","N","",0.387857143,0.2755,0.340142857,0.187857143,0.0755,0.140142857,0.15,0.001957268,"Y",0.114319387,"Broad","Broad","NCM",3.015053764,5.76924962429645,3.841176471,8.02108420051829,0.444925365048936
"D4_NCM_TRIAL2_B",2,"D4","NCM",2,"B","D4",0.866666667,2.967741936,1.125462868,1.49921936,0.938433133,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.17,"x",-0.33461,0.00035,0.00132,NA,"Duplicate","N","N","Inverted",0.318571429,0.177857143,0.287285714,0.118571429,-0.022142857,0.087285714,0.11,0.005846248,"Y",0.001045994,"Broad","Broad","NCM",2.101075269,4.89724129892242,3.38627451,8.72893502732674,0.696327350460541
"D4_NCM_TRIAL3_A",2,"D4","NCM",3,"A","D4",2.933333333,5.333333333,2.865226659,2.357478057,0.712376978,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.27,"x",0.3503,-0.0421,0.001259953,NA,"Good","N","N","",0.327214286,0.231142857,0.337714286,0.127214286,0.031142857,0.137714286,0.03,0.024809607,"Y",0.120182701,"Broad","Broad","NCM",2.4,11.4501283389132,3.829411765,6.63162629710842,0.672306116081639
"D4_NCM_TRIAL3_B",2,"D4","NCM",3,"B","D4",1.133333333,4.043010753,1.846489591,1.766285967,1.0416884,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.27,"x",-0.3598,1e-04,0.0013813,NA,"Good","N","N","Inverted",0.4435,0.214,0.454571429,0.2435,0.014,0.254571429,0.3,0.006968146,"Y",0.000277932,"Broad","Broad","NCM",2.90967742,7.68826916398985,3.296078431,4.51170319093324,0.221252825954273
"D4_NCM_TRIAL4_A",2,"D4","NCM",4,"A","D4",2.266666667,12.7311828,1.667618776,3.469732933,2.923547684,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.32,"x",0.4031,-0.1404,0.000299238,NA,"Good","N","N","",0.718571429,0.3285,0.6725,0.518571429,0.1285,0.4725,0.315,0.000724715,"Y",0.34830067,"NS1","Narrow","NCM",10.464516133,12.8800277486103,7.513725493,21.1866051625489,-1.01112252991401
"D4_NCM_TRIAL6_A",2,"D4","NCM",6,"A","D4",4.071428571,7.880184332,2.432608151,2.887229951,1.19374415,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.52,"x",0.2295,-0.0444,0.00108,NA,"Good","N","N","",0.337923077,0.223615385,0.249307692,0.137923077,0.023615385,0.049307692,0.09,0.000854492,"Y",0.193464052,"Broad","Broad","NCM",3.808755761,10.3981662411781,4.941176471,5.66055363348005,0.565174212322385
"D4_NCM_TRIAL6_B",2,"D4","NCM",6,"B","D4",1.785714286,4.516129032,1.42389344,3.710486481,0.70817298,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.52,"x",-0.2366,8e-04,0.00138,NA,"Duplicate","N","N","",0.331307692,0.168846154,0.279692308,0.131307692,-0.031153846,0.079692308,0.325,0.020263672,"Y",0.003381234,"Broad","Broad","NCM",2.730414746,14.8512869294028,3.37254902,5.12695116948258,0.287327539852901
"D4_NCM_TRIAL7_A",2,"D4","NCM",7,"A","D4",1.2,4.903225807,1.320173149,1.720814089,1.734888277,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.62,"ok",0.29099,-0.0352,0.00126,NA,"Good","N","N","",0.447357143,0.331285714,0.444071429,0.247357143,0.131285714,0.244071429,0.21,0.000885492,"Y",0.120966356,"Broad","Broad","NCM",3.703225807,4.54529309817079,2.237254902,8.02565935649947,-0.826934773256609
"D4_NCM_TRIAL8_A",2,"D4","NCM",8,"A","D4",1.857142857,5.990783411,2.315736894,2.901058706,1.365445853,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.72,"x",-0.2728,0,0.00138,NA,"Bad","N","N","Inverted and fat",0.502538462,0.303153846,0.555538462,0.302538462,0.103153846,0.355538462,0.04,0.000854492,"Y",0,"Broad","Broad","NCM",4.133640554,9.42394190279099,2.621568628,8.67161092166644,-0.710913101616901
"D4_NCM_TRIAL8_B",2,"D4","NCM",8,"B","D4",4.785714286,4.285714286,4.543441113,3.372421408,-0.08009789,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"L",1.72,"x",0.2441,-0.0301,0.0012,NA,"Good","N","N","",0.253076923,0.151461538,0.286,0.053076923,-0.048538462,0.086,0.215,0.760864258,"N",0.123310119,"Broad","Broad","NCM",-0.5,38.3072320576442,1.941176471,7.16378315979469,0.724038809695727
"D4_NCM_TRIAL9_A",2,"D4","NCM",9,"A","D4",1,5.403225806,1.309307341,1.030961167,3.826679062,"BF05",1.55,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",22,2,12.3,"12/19/21",15,"R",0.92,"x",0.2925,-0.0923,0.00054,NA,"Bad","Y","N","Lost spot after 513s (10+ presentations/stimulus)",0.236571429,0.345,0.273428571,0.036571429,0.145,0.073428571,0.01,0.014147404,"Y",0.315555556,"Broad","Broad","NCM",4.403225806,1.46227887605112,8.54248366,5.96061343920454,3.03854657099755
"D5_FL_TRIAL10_A",1,"D5","FL",10,"A","D5",1.533333333,6.417910448,1.457329587,2.731791824,1.719112207,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"R",1.41,"ok",-1.397,0.056,0.0009596,NA,"Good","N","N","",0.551692308,0.196076923,0.519,0.351692308,-0.003923077,0.319,0.03,0.000719336,"Y",0.040085898,"Field L","Field L","Broad",4.884577115,8.13147595658494,3.225108225,6.89318041236752,-0.856242611096939
"D5_FL_TRIAL11_A",1,"D5","FL",11,"A","D5",2,9.452736318,1.414213562,2.744383024,2.544861182,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"R",1.46,"ok",-1.257,0.214,0.00018,NA,"Good","N","N","",0.293769231,0.198846154,0.247692308,0.093769231,-0.001153846,0.047692308,0.02,0.000724715,"Y",0.170246619,"Field L","Field L","Narrow",7.452736318,8.59768817283772,6.517171717,16.1909356159139,-0.37581799264312
"D5_FL_TRIAL12_A",1,"D5","FL",12,"A","D5",0.866666667,10.69651741,0.833809388,3.450712084,3.000601608,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"R",1.51,"x",-1.548,0.486,0.000239999,NA,"Good","N","N","Inverted",0.550076923,0.327384615,0.496384615,0.350076923,0.127384615,0.296384615,0.01,0.000724715,"Y",0.313953488,"Field L","Field L","Narrow",9.829850743,10.8006178077441,10.143434343,16.8065462740983,0.119363745776456
"D5_FL_TRIAL12_B",1,"D5","FL",12,"B","D5",0.866666667,1.940298507,2.825057943,2.010379457,0.322350328,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"R",1.51,"x",1.367,-0.147,0.001259,NA,"Bad","N","N","Might not be auditory",0.419615385,0.185230769,0.196384615,0.219615385,-0.014769231,-0.003615385,0.01,0.058707408,"N",0.107534748,"Field L","Field L","Broad",1.07363184,11.1016697606196,1.044444444,1.04191817152129,-0.016751428005185
"D5_FL_TRIAL13_A",1,"D5","FL",13,"A","D5",1.933333333,5.472636816,1.437590577,3.738443847,1.473541089,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"R",1.56,"x",-1.401,0.113,0.00047999,NA,"Bad","Y","N","Drifts slightly out of spot after 200s",0.313583333,0.161083333,0.327333333,0.113583333,-0.038916667,0.127333333,0.025,0.000885492,"Y",0.080656674,"Field L","Field L","Broad",3.539303483,6.38273903687959,5.231601732,18.0808877324082,0.684299904851754
"D5_FL_TRIAL2_A",1,"D5","FL",2,"A","D5",6.666666667,9.253731342,3.518657753,2.789430909,0.712946171,"BR90",1.34,"Unfamiliar_BEFI","BEFI","Unfamiliar","D","normal",23,3,12,"12/21/22",15,"L",1.09,"x",-1.42,0.257,0.0012599,NA,"Good","N","N","Inverted",0.244384615,0.277307692,0.269230769,0.044384615,0.077307692,0.069230769,0.025,0.038088867,"Y",0.180985915,"Field L","Field L","Broad",2.587064675,13.5441201848001,2.82034632,10.369731635264,0.0954082209681563
